Plate,Sample,Gate,Count,%Total,%Gated
0-2.5,F1,R3,10036,8.158,8.158
0-2.5,F1,R3,10036,8.158,77.51
0-2.5,F1,All Events,123020,100,100
0-2.5,F1,GFP+,12948,10.525,10.525
0-2.5,F1,All Events,123020,100,100
0-2.5,F1,R4,1366.5,1.111,1.111
0-2.5,F1,All Events,123020,100,100
0-2.5,F1,R1,80989.5,65.834,65.834
0-2.5,F1,LG1,68127,55.379,55.379
0-2.5,F2,GFP+,13278.5,10.2,15.329
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,R1,86623.5,66.543,66.543
0-2.5,F2,mCh+,73522,56.478,84.875
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,R1,86623.5,66.543,66.543
0-2.5,F2,R1,86623.5,66.543,66.543
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,mCherry-/GFP+,11712.5,8.997,13.521
0-2.5,F2,mCherry+/GFP+,1940,1.49,2.24
0-2.5,F2,mCherry-/GFP-,1070,0.822,1.235
0-2.5,F2,mCherry+/GFP-,71901,55.233,83.004
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,R1,86623.5,66.543,66.543
0-2.5,F2,R2,34471.5,26.48,46.886
0-2.5,F2,R4,1519.5,1.167,2.067
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,mCh+,73522,56.478,56.478
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,R2,34471.5,26.48,26.48
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,R3,10206.5,7.84,7.84
0-2.5,F2,R3,10206.5,7.84,76.865
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,GFP+,13278.5,10.2,10.2
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,R4,1519.5,1.167,1.167
0-2.5,F2,All Events,130177.5,100,100
0-2.5,F2,R1,86623.5,66.543,66.543
0-2.5,F2,LG1,73522,56.478,56.478
0-2.5,F3,GFP+,14738.5,10.794,15.749
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,R1,93584.5,68.536,68.536
0-2.5,F3,mCh+,79115,57.94,84.539
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,R1,93584.5,68.536,68.536
0-2.5,F3,R1,93584.5,68.536,68.536
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,mCherry-/GFP+,12899.5,9.447,13.784
0-2.5,F3,mCherry+/GFP+,2280.5,1.67,2.437
0-2.5,F3,mCherry-/GFP-,1201.5,0.88,1.284
0-2.5,F3,mCherry+/GFP-,77203,56.539,82.495
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,R1,93584.5,68.536,68.536
0-2.5,F3,R2,36665.5,26.852,46.345
0-2.5,F3,R4,1751,1.282,2.213
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,mCh+,79115,57.94,57.94
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,R2,36665.5,26.852,26.852
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,R3,11295,8.272,8.272
0-2.5,F3,R3,11295,8.272,76.636
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,GFP+,14738.5,10.794,10.794
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,R4,1751,1.282,1.282
0-2.5,F3,All Events,136547.5,100,100
0-2.5,F3,R1,93584.5,68.536,68.536
0-2.5,F3,LG1,79115,57.94,57.94
0-2.5,F4,GFP+,19,0.045,11.047
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,R1,172,0.406,0.406
0-2.5,F4,mCh+,118.5,0.279,68.895
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,R1,172,0.406,0.406
0-2.5,F4,R1,172,0.406,0.406
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,mCherry-/GFP+,19.5,0.046,11.337
0-2.5,F4,mCherry+/GFP+,0.5,0.001,0.291
0-2.5,F4,mCherry-/GFP-,33.5,0.079,19.477
0-2.5,F4,mCherry+/GFP-,118.5,0.279,68.895
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,R1,172,0.406,0.406
0-2.5,F4,R2,66,0.156,55.696
0-2.5,F4,R4,0,0,0
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,mCh+,118.5,0.279,0.279
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,R2,66,0.156,0.156
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,R3,17,0.04,0.04
0-2.5,F4,R3,17,0.04,89.474
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,GFP+,19,0.045,0.045
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,R4,0,0,0
0-2.5,F4,All Events,42413.5,100,100
0-2.5,F4,R1,172,0.406,0.406
0-2.5,F4,LG1,118.5,0.279,0.279
0-2.5,F5,GFP+,37892.5,21.466,28.774
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,R1,131691.5,74.603,74.603
0-2.5,F5,mCh+,95947.5,54.354,72.858
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,R1,131691.5,74.603,74.603
0-2.5,F5,R1,131691.5,74.603,74.603
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,mCherry-/GFP+,32667.5,18.506,24.806
0-2.5,F5,mCherry+/GFP+,6342,3.593,4.816
0-2.5,F5,mCherry-/GFP-,2441.5,1.383,1.854
0-2.5,F5,mCherry+/GFP-,90240.5,51.121,68.524
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,R1,131691.5,74.603,74.603
0-2.5,F5,R2,35968.5,20.376,37.488
0-2.5,F5,R4,5020,2.844,5.232
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,mCh+,95947.5,54.354,54.354
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,R2,35968.5,20.376,20.376
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,R3,28546.5,16.172,16.172
0-2.5,F5,R3,28546.5,16.172,75.335
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,GFP+,37892.5,21.466,21.466
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,R4,5020,2.844,2.844
0-2.5,F5,All Events,176522.5,100,100
0-2.5,F5,R1,131691.5,74.603,74.603
0-2.5,F5,LG1,95947.5,54.354,54.354
0-2.5,F6,GFP+,80,0.189,17.112
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,R1,467.5,1.107,1.107
0-2.5,F6,mCh+,330,0.782,70.588
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,R1,467.5,1.107,1.107
0-2.5,F6,R1,467.5,1.107,1.107
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,mCherry-/GFP+,80,0.189,17.112
0-2.5,F6,mCherry+/GFP+,0,0,0
0-2.5,F6,mCherry-/GFP-,56.5,0.134,12.086
0-2.5,F6,mCherry+/GFP-,331,0.784,70.802
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,R1,467.5,1.107,1.107
0-2.5,F6,R2,219.5,0.52,66.515
0-2.5,F6,R4,0,0,0
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,mCh+,330,0.782,0.782
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,R2,219.5,0.52,0.52
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,R3,75,0.178,0.178
0-2.5,F6,R3,75,0.178,93.75
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,GFP+,80,0.189,0.189
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,R4,0,0,0
0-2.5,F6,All Events,42223.5,100,100
0-2.5,F6,R1,467.5,1.107,1.107
0-2.5,F6,LG1,330,0.782,0.782
0-2.5,F7,GFP+,16588,16.184,27.002
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,R1,61433.5,59.938,59.938
0-2.5,F7,mCh+,44949.5,43.855,73.168
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,R1,61433.5,59.938,59.938
0-2.5,F7,R1,61433.5,59.938,59.938
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,mCherry-/GFP+,15200.5,14.83,24.743
0-2.5,F7,mCherry+/GFP+,1816,1.772,2.956
0-2.5,F7,mCherry-/GFP-,1070.5,1.044,1.743
0-2.5,F7,mCherry+/GFP-,43346.5,42.291,70.558
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,R1,61433.5,59.938,59.938
0-2.5,F7,R2,20696.5,20.193,46.044
0-2.5,F7,R4,1491.5,1.455,3.318
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,mCh+,44949.5,43.855,43.855
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,R2,20696.5,20.193,20.193
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,R3,13210,12.888,12.888
0-2.5,F7,R3,13210,12.888,79.636
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,GFP+,16588,16.184,16.184
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,R4,1491.5,1.455,1.455
0-2.5,F7,All Events,102495,100,100
0-2.5,F7,R1,61433.5,59.938,59.938
0-2.5,F7,LG1,44949.5,43.855,43.855
0-2.5,F8,GFP+,29.5,0.072,19.472
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,R1,151.5,0.371,0.371
0-2.5,F8,mCh+,79,0.193,52.145
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,R1,151.5,0.371,0.371
0-2.5,F8,R1,151.5,0.371,0.371
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,mCherry-/GFP+,29.5,0.072,19.472
0-2.5,F8,mCherry+/GFP+,1,0.002,0.66
0-2.5,F8,mCherry-/GFP-,43,0.105,28.383
0-2.5,F8,mCherry+/GFP-,78,0.191,51.485
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,R1,151.5,0.371,0.371
0-2.5,F8,R2,52,0.127,65.823
0-2.5,F8,R4,0,0,0
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,mCh+,79,0.193,0.193
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,R2,52,0.127,0.127
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,R3,26,0.064,0.064
0-2.5,F8,R3,26,0.064,88.136
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,GFP+,29.5,0.072,0.072
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,R4,0,0,0
0-2.5,F8,All Events,40839.5,100,100
0-2.5,F8,R1,151.5,0.371,0.371
0-2.5,F8,LG1,79,0.193,0.193
0-2.5,F9,GFP+,39573,20.357,26.639
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,R1,148552,76.418,76.418
0-2.5,F9,mCh+,110586.5,56.888,74.443
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,R1,148552,76.418,76.418
0-2.5,F9,R1,148552,76.418,76.418
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,mCherry-/GFP+,34100.5,17.542,22.955
0-2.5,F9,mCherry+/GFP+,6545,3.367,4.406
0-2.5,F9,mCherry-/GFP-,3235,1.664,2.178
0-2.5,F9,mCherry+/GFP-,104671.5,53.845,70.461
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,R1,148552,76.418,76.418
0-2.5,F9,R2,42075.5,21.644,38.048
0-2.5,F9,R4,5230,2.69,4.729
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,mCh+,110586.5,56.888,56.888
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,R2,42075.5,21.644,21.644
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,R3,29859.5,15.36,15.36
0-2.5,F9,R3,29859.5,15.36,75.454
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,GFP+,39573,20.357,20.357
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,R4,5230,2.69,2.69
0-2.5,F9,All Events,194394,100,100
0-2.5,F9,R1,148552,76.418,76.418
0-2.5,F9,LG1,110586.5,56.888,56.888
0-2.5,F10,GFP+,5196.5,17.047,28.418
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,R1,18286,59.988,59.988
0-2.5,F10,mCh+,12894.5,42.301,70.516
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,R1,18286,59.988,59.988
0-2.5,F10,R1,18286,59.988,59.988
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,mCherry-/GFP+,4805,15.763,26.277
0-2.5,F10,mCherry+/GFP+,550.5,1.806,3.01
0-2.5,F10,mCherry-/GFP-,522,1.712,2.855
0-2.5,F10,mCherry+/GFP-,12408.5,40.706,67.858
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,R1,18286,59.988,59.988
0-2.5,F10,R2,5843.5,19.17,45.318
0-2.5,F10,R4,439.5,1.442,3.408
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,mCh+,12894.5,42.301,42.301
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,R2,5843.5,19.17,19.17
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,R3,4205,13.795,13.795
0-2.5,F10,R3,4205,13.795,80.92
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,GFP+,5196.5,17.047,17.047
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,R4,439.5,1.442,1.442
0-2.5,F10,All Events,30483,100,100
0-2.5,F10,R1,18286,59.988,59.988
0-2.5,F10,LG1,12894.5,42.301,42.301
0-2.5,F11,GFP+,31338,19.416,25.958
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,R1,120725,74.798,74.798
0-2.5,F11,mCh+,89098,55.203,73.802
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,R1,120725,74.798,74.798
0-2.5,F11,R1,120725,74.798,74.798
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,mCherry-/GFP+,28715,17.791,23.785
0-2.5,F11,mCherry+/GFP+,3589,2.224,2.973
0-2.5,F11,mCherry-/GFP-,2519,1.561,2.087
0-2.5,F11,mCherry+/GFP-,85902,53.222,71.155
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,R1,120725,74.798,74.798
0-2.5,F11,R2,43040,26.666,48.306
0-2.5,F11,R4,2864,1.774,3.214
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,mCh+,89098,55.203,55.203
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,R2,43040,26.666,26.666
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,R3,25408,15.742,15.742
0-2.5,F11,R3,25408,15.742,81.077
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,GFP+,31338,19.416,19.416
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,R4,2864,1.774,1.774
0-2.5,F11,All Events,161402,100,100
0-2.5,F11,R1,120725,74.798,74.798
0-2.5,F11,LG1,89098,55.203,55.203
0-2.5,F12,GFP+,126,0.323,20.257
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,R1,622,1.593,1.593
0-2.5,F12,mCh+,275,0.704,44.212
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,R1,622,1.593,1.593
0-2.5,F12,R1,622,1.593,1.593
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,mCherry-/GFP+,125,0.32,20.096
0-2.5,F12,mCherry+/GFP+,4,0.01,0.643
0-2.5,F12,mCherry-/GFP-,220,0.564,35.37
0-2.5,F12,mCherry+/GFP-,273,0.699,43.891
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,R1,622,1.593,1.593
0-2.5,F12,R2,166,0.425,60.364
0-2.5,F12,R4,3,0.008,1.091
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,mCh+,275,0.704,0.704
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,R2,166,0.425,0.425
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,R3,111,0.284,0.284
0-2.5,F12,R3,111,0.284,88.095
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,GFP+,126,0.323,0.323
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,R4,3,0.008,0.008
0-2.5,F12,All Events,39041,100,100
0-2.5,F12,R1,622,1.593,1.593
0-2.5,F12,LG1,275,0.704,0.704
0-2.5,G1,GFP+,51187,21.937,27.003
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,R1,189558,81.238,81.238
0-2.5,G1,mCh+,138551,59.378,73.092
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,R1,189558,81.238,81.238
0-2.5,G1,R1,189558,81.238,81.238
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,mCherry-/GFP+,46179,19.791,24.361
0-2.5,G1,mCherry+/GFP+,6772,2.902,3.573
0-2.5,G1,mCherry-/GFP-,4001,1.715,2.111
0-2.5,G1,mCherry+/GFP-,132606,56.83,69.955
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,R1,189558,81.238,81.238
0-2.5,G1,R2,61746,26.462,44.566
0-2.5,G1,R4,5216,2.235,3.765
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,mCh+,138551,59.378,59.378
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,R2,61746,26.462,26.462
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,R3,40089,17.181,17.181
0-2.5,G1,R3,40089,17.181,78.319
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,GFP+,51187,21.937,21.937
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,R4,5216,2.235,2.235
0-2.5,G1,All Events,233336,100,100
0-2.5,G1,R1,189558,81.238,81.238
0-2.5,G1,LG1,138551,59.378,59.378
0-2.5,G2,GFP+,43834,21.298,27.221
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,R1,161028,78.239,78.239
0-2.5,G2,mCh+,117021,56.857,72.671
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,R1,161028,78.239,78.239
0-2.5,G2,R1,161028,78.239,78.239
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,mCherry-/GFP+,39680,19.279,24.642
0-2.5,G2,mCherry+/GFP+,5568,2.705,3.458
0-2.5,G2,mCherry-/GFP-,3675,1.786,2.282
0-2.5,G2,mCherry+/GFP-,112105,54.469,69.618
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,R1,161028,78.239,78.239
0-2.5,G2,R2,53246,25.871,45.501
0-2.5,G2,R4,4379,2.128,3.742
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,mCh+,117021,56.857,56.857
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,R2,53246,25.871,25.871
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,R3,34470,16.748,16.748
0-2.5,G2,R3,34470,16.748,78.638
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,GFP+,43834,21.298,21.298
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,R4,4379,2.128,2.128
0-2.5,G2,All Events,205815,100,100
0-2.5,G2,R1,161028,78.239,78.239
0-2.5,G2,LG1,117021,56.857,56.857
0-2.5,G3,GFP+,64506,23.057,27.865
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,R1,231494,82.744,82.744
0-2.5,G3,mCh+,167856,59.997,72.51
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,R1,231494,82.744,82.744
0-2.5,G3,R1,231494,82.744,82.744
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,mCherry-/GFP+,57373,20.507,24.784
0-2.5,G3,mCherry+/GFP+,9440,3.374,4.078
0-2.5,G3,mCherry-/GFP-,5168,1.847,2.232
0-2.5,G3,mCherry+/GFP-,159513,57.015,68.906
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,R1,231494,82.744,82.744
0-2.5,G3,R2,69519,24.848,41.416
0-2.5,G3,R4,7196,2.572,4.287
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,mCh+,167856,59.997,59.997
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,R2,69519,24.848,24.848
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,R3,49957,17.856,17.856
0-2.5,G3,R3,49957,17.856,77.446
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,GFP+,64506,23.057,23.057
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,R4,7196,2.572,2.572
0-2.5,G3,All Events,279773,100,100
0-2.5,G3,R1,231494,82.744,82.744
0-2.5,G3,LG1,167856,59.997,59.997
0-2.5,G4,GFP+,131,0.314,18.903
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,R1,693,1.663,1.663
0-2.5,G4,mCh+,286,0.686,41.27
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,R1,693,1.663,1.663
0-2.5,G4,R1,693,1.663,1.663
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,mCherry-/GFP+,131,0.314,18.903
0-2.5,G4,mCherry+/GFP+,2,0.005,0.289
0-2.5,G4,mCherry-/GFP-,276,0.662,39.827
0-2.5,G4,mCherry+/GFP-,284,0.681,40.981
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,R1,693,1.663,1.663
0-2.5,G4,R2,173,0.415,60.49
0-2.5,G4,R4,1,0.002,0.35
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,mCh+,286,0.686,0.686
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,R2,173,0.415,0.415
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,R3,121,0.29,0.29
0-2.5,G4,R3,121,0.29,92.366
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,GFP+,131,0.314,0.314
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,R4,1,0.002,0.002
0-2.5,G4,All Events,41684,100,100
0-2.5,G4,R1,693,1.663,1.663
0-2.5,G4,LG1,286,0.686,0.686
0-2.5,G5,GFP+,120755,34.212,41.002
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,R1,294512,83.441,83.441
0-2.5,G5,mCh+,176416,49.982,59.901
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,R1,294512,83.441,83.441
0-2.5,G5,R1,294512,83.441,83.441
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,mCherry-/GFP+,107135,30.354,36.377
0-2.5,G5,mCherry+/GFP+,16894,4.786,5.736
0-2.5,G5,mCherry-/GFP-,9540,2.703,3.239
0-2.5,G5,mCherry+/GFP-,160943,45.598,54.647
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,R1,294512,83.441,83.441
0-2.5,G5,R2,58346,16.531,33.073
0-2.5,G5,R4,13730,3.89,7.783
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,mCh+,176416,49.982,49.982
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,R2,58346,16.531,16.531
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,R3,94195,26.687,26.687
0-2.5,G5,R3,94195,26.687,78.005
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,GFP+,120755,34.212,34.212
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,R4,13730,3.89,3.89
0-2.5,G5,All Events,352957,100,100
0-2.5,G5,R1,294512,83.441,83.441
0-2.5,G5,LG1,176416,49.982,49.982
0-2.5,G6,GFP+,227,0.492,22.211
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,R1,1022,2.214,2.214
0-2.5,G6,mCh+,304,0.659,29.746
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,R1,1022,2.214,2.214
0-2.5,G6,R1,1022,2.214,2.214
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,mCherry-/GFP+,230,0.498,22.505
0-2.5,G6,mCherry+/GFP+,2,0.004,0.196
0-2.5,G6,mCherry-/GFP-,486,1.053,47.554
0-2.5,G6,mCherry+/GFP-,304,0.659,29.746
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,R1,1022,2.214,2.214
0-2.5,G6,R2,203,0.44,66.776
0-2.5,G6,R4,1,0.002,0.329
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,mCh+,304,0.659,0.659
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,R2,203,0.44,0.44
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,R3,215,0.466,0.466
0-2.5,G6,R3,215,0.466,94.714
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,GFP+,227,0.492,0.492
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,R4,1,0.002,0.002
0-2.5,G6,All Events,46153,100,100
0-2.5,G6,R1,1022,2.214,2.214
0-2.5,G6,LG1,304,0.659,0.659
0-2.5,G7,GFP+,61471,29.494,41.729
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,R1,147310,70.68,70.68
0-2.5,G7,mCh+,84375,40.484,57.277
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,R1,147310,70.68,70.68
0-2.5,G7,R1,147310,70.68,70.68
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,mCherry-/GFP+,57312,27.499,38.906
0-2.5,G7,mCherry+/GFP+,5850,2.807,3.971
0-2.5,G7,mCherry-/GFP-,5010,2.404,3.401
0-2.5,G7,mCherry+/GFP-,79138,37.971,53.722
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,R1,147310,70.68,70.68
0-2.5,G7,R2,34342,16.478,40.702
0-2.5,G7,R4,4582,2.198,5.431
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,mCh+,84375,40.484,40.484
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,R2,34342,16.478,16.478
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,R3,50694,24.323,24.323
0-2.5,G7,R3,50694,24.323,82.468
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,GFP+,61471,29.494,29.494
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,R4,4582,2.198,2.198
0-2.5,G7,All Events,208417,100,100
0-2.5,G7,R1,147310,70.68,70.68
0-2.5,G7,LG1,84375,40.484,40.484
0-2.5,G8,GFP+,162,0.253,8.585
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,R1,1887,2.944,2.944
0-2.5,G8,mCh+,201,0.314,10.652
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,R1,1887,2.944,2.944
0-2.5,G8,R1,1887,2.944,2.944
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,mCherry-/GFP+,162,0.253,8.585
0-2.5,G8,mCherry+/GFP+,2,0.003,0.106
0-2.5,G8,mCherry-/GFP-,1522,2.374,80.657
0-2.5,G8,mCherry+/GFP-,201,0.314,10.652
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,R1,1887,2.944,2.944
0-2.5,G8,R2,132,0.206,65.672
0-2.5,G8,R4,0,0,0
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,mCh+,201,0.314,0.314
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,R2,132,0.206,0.206
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,R3,151,0.236,0.236
0-2.5,G8,R3,151,0.236,93.21
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,GFP+,162,0.253,0.253
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,R4,0,0,0
0-2.5,G8,All Events,64106,100,100
0-2.5,G8,R1,1887,2.944,2.944
0-2.5,G8,LG1,201,0.314,0.314
0-2.5,G9,GFP+,166136,34.839,42.53
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,R1,390635,81.916,81.916
0-2.5,G9,mCh+,224894,47.16,57.571
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,R1,390635,81.916,81.916
0-2.5,G9,R1,390635,81.916,81.916
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,mCherry-/GFP+,147657,30.964,37.799
0-2.5,G9,mCherry+/GFP+,22618,4.743,5.79
0-2.5,G9,mCherry-/GFP-,15437,3.237,3.952
