Plate,Sample,Gate,Count,%Total,%Gated
0-2.5,G9,mCherry+/GFP-,204923,42.972,52.459
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,R1,390635,81.916,81.916
0-2.5,G9,R2,69136,14.498,30.742
0-2.5,G9,R4,18358,3.85,8.163
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,mCh+,224894,47.16,47.16
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,R2,69136,14.498,14.498
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,R3,127108,26.654,26.654
0-2.5,G9,R3,127108,26.654,76.508
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,GFP+,166136,34.839,34.839
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,R4,18358,3.85,3.85
0-2.5,G9,All Events,476874,100,100
0-2.5,G9,R1,390635,81.916,81.916
0-2.5,G9,LG1,224894,47.16,47.16
0-2.5,G10,GFP+,69394,27.936,39.865
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,R1,174072,70.077,70.077
0-2.5,G10,mCh+,102318,41.191,58.779
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,R1,174072,70.077,70.077
0-2.5,G10,R1,174072,70.077,70.077
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,mCherry-/GFP+,64105,25.807,36.827
0-2.5,G10,mCherry+/GFP+,7390,2.975,4.245
0-2.5,G10,mCherry-/GFP-,6936,2.792,3.985
0-2.5,G10,mCherry+/GFP-,95641,38.503,54.943
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,R1,174072,70.077,70.077
0-2.5,G10,R2,42238,17.004,41.281
0-2.5,G10,R4,5798,2.334,5.667
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,mCh+,102318,41.191,41.191
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,R2,42238,17.004,17.004
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,R3,56395,22.703,22.703
0-2.5,G10,R3,56395,22.703,81.268
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,GFP+,69394,27.936,27.936
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,R4,5798,2.334,2.334
0-2.5,G10,All Events,248400,100,100
0-2.5,G10,R1,174072,70.077,70.077
0-2.5,G10,LG1,102318,41.191,41.191
0-2.5,G11,GFP+,65261,27.757,42.714
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,R1,152786,64.984,64.984
0-2.5,G11,mCh+,84394,35.895,55.237
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,R1,152786,64.984,64.984
0-2.5,G11,R1,152786,64.984,64.984
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,mCherry-/GFP+,60825,25.871,39.811
0-2.5,G11,mCherry+/GFP+,6426,2.733,4.206
0-2.5,G11,mCherry-/GFP-,6951,2.956,4.55
0-2.5,G11,mCherry+/GFP-,78584,33.424,51.434
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,R1,152786,64.984,64.984
0-2.5,G11,R2,35013,14.892,41.488
0-2.5,G11,R4,5122,2.179,6.069
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,mCh+,84394,35.895,35.895
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,R2,35013,14.892,14.892
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,R3,53348,22.69,22.69
0-2.5,G11,R3,53348,22.69,81.746
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,GFP+,65261,27.757,27.757
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,R4,5122,2.179,2.179
0-2.5,G11,All Events,235113,100,100
0-2.5,G11,R1,152786,64.984,64.984
0-2.5,G11,LG1,84394,35.895,35.895
0-2.5,G12,GFP+,88,0.114,3.318
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,R1,2652,3.448,3.448
0-2.5,G12,mCh+,115,0.15,4.336
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,R1,2652,3.448,3.448
0-2.5,G12,R1,2652,3.448,3.448
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,mCherry-/GFP+,89,0.116,3.356
0-2.5,G12,mCherry+/GFP+,1,0.001,0.038
0-2.5,G12,mCherry-/GFP-,2447,3.182,92.27
0-2.5,G12,mCherry+/GFP-,115,0.15,4.336
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,R1,2652,3.448,3.448
0-2.5,G12,R2,72,0.094,62.609
0-2.5,G12,R4,1,0.001,0.87
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,mCh+,115,0.15,0.15
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,R2,72,0.094,0.094
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,R3,81,0.105,0.105
0-2.5,G12,R3,81,0.105,92.045
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,GFP+,88,0.114,0.114
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,R4,1,0.001,0.001
0-2.5,G12,All Events,76904,100,100
0-2.5,G12,R1,2652,3.448,3.448
0-2.5,G12,LG1,115,0.15,0.15
0-2.5,H1,GFP+,127961,28.239,36.044
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,R1,355010,78.346,78.346
0-2.5,H1,mCh+,231807,51.157,65.296
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,R1,355010,78.346,78.346
0-2.5,H1,R1,355010,78.346,78.346
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,mCherry-/GFP+,109823,24.236,30.935
0-2.5,H1,mCherry+/GFP+,22962,5.067,6.468
0-2.5,H1,mCherry-/GFP-,10876,2.4,3.064
0-2.5,H1,mCherry+/GFP-,211349,46.642,59.533
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,R1,355010,78.346,78.346
0-2.5,H1,R2,71096,15.69,30.67
0-2.5,H1,R4,17219,3.8,7.428
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,mCh+,231807,51.157,51.157
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,R2,71096,15.69,15.69
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,R3,94494,20.854,20.854
0-2.5,H1,R3,94494,20.854,73.846
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,GFP+,127961,28.239,28.239
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,R4,17219,3.8,3.8
0-2.5,H1,All Events,453132,100,100
0-2.5,H1,R1,355010,78.346,78.346
0-2.5,H1,LG1,231807,51.157,51.157
0-2.5,H2,GFP+,82569,24.861,33.164
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,R1,248969,74.964,74.964
0-2.5,H2,mCh+,166220,50.048,66.763
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,R1,248969,74.964,74.964
0-2.5,H2,R1,248969,74.964,74.964
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,mCherry-/GFP+,73620,22.167,29.57
0-2.5,H2,mCherry+/GFP+,11873,3.575,4.769
0-2.5,H2,mCherry-/GFP-,7748,2.333,3.112
0-2.5,H2,mCherry+/GFP-,155728,46.889,62.549
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,R1,248969,74.964,74.964
0-2.5,H2,R2,64980,19.565,39.093
0-2.5,H2,R4,9064,2.729,5.453
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,mCh+,166220,50.048,50.048
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,R2,64980,19.565,19.565
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,R3,63735,19.19,19.19
0-2.5,H2,R3,63735,19.19,77.19
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,GFP+,82569,24.861,24.861
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,R4,9064,2.729,2.729
0-2.5,H2,All Events,332119,100,100
0-2.5,H2,R1,248969,74.964,74.964
0-2.5,H2,LG1,166220,50.048,50.048
0-2.5,H3,GFP+,126745,27.521,34.745
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,R1,364785,79.21,79.21
0-2.5,H3,mCh+,243112,52.789,66.645
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,R1,364785,79.21,79.21
0-2.5,H3,R1,364785,79.21,79.21
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,mCherry-/GFP+,108662,23.595,29.788
0-2.5,H3,mCherry+/GFP+,22746,4.939,6.235
0-2.5,H3,mCherry-/GFP-,10542,2.289,2.89
0-2.5,H3,mCherry+/GFP-,222835,48.387,61.087
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,R1,364785,79.21,79.21
0-2.5,H3,R2,75195,16.328,30.93
0-2.5,H3,R4,17053,3.703,7.014
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,mCh+,243112,52.789,52.789
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,R2,75195,16.328,16.328
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,R3,93662,20.338,20.338
0-2.5,H3,R3,93662,20.338,73.898
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,GFP+,126745,27.521,27.521
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,R4,17053,3.703,3.703
0-2.5,H3,All Events,460531,100,100
0-2.5,H3,R1,364785,79.21,79.21
0-2.5,H3,LG1,243112,52.789,52.789
0-2.5,H4,GFP+,143,0.184,4.393
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,R1,3255,4.185,4.185
0-2.5,H4,mCh+,307,0.395,9.432
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,R1,3255,4.185,4.185
0-2.5,H4,R1,3255,4.185,4.185
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,mCherry-/GFP+,144,0.185,4.424
0-2.5,H4,mCherry+/GFP+,0,0,0
0-2.5,H4,mCherry-/GFP-,2802,3.602,86.083
0-2.5,H4,mCherry+/GFP-,309,0.397,9.493
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,R1,3255,4.185,4.185
0-2.5,H4,R2,195,0.251,63.518
0-2.5,H4,R4,0,0,0
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,mCh+,307,0.395,0.395
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,R2,195,0.251,0.251
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,R3,136,0.175,0.175
0-2.5,H4,R3,136,0.175,95.105
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,GFP+,143,0.184,0.184
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,R4,0,0,0
0-2.5,H4,All Events,77783,100,100
0-2.5,H4,R1,3255,4.185,4.185
0-2.5,H4,LG1,307,0.395,0.395
0-2.5,H5,GFP+,471190,50.752,57.239
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,R1,823191,88.666,88.666
0-2.5,H5,mCh+,379524,40.879,46.104
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,R1,823191,88.666,88.666
0-2.5,H5,R1,823191,88.666,88.666
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,mCherry-/GFP+,399469,43.027,48.527
0-2.5,H5,mCherry+/GFP+,86000,9.263,10.447
0-2.5,H5,mCherry-/GFP-,36914,3.976,4.484
0-2.5,H5,mCherry+/GFP-,300808,32.4,36.542
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,R1,823191,88.666,88.666
0-2.5,H5,R2,58033,6.251,15.291
0-2.5,H5,R4,69538,7.49,18.322
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,mCh+,379524,40.879,40.879
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,R2,58033,6.251,6.251
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,R3,327279,35.251,35.251
0-2.5,H5,R3,327279,35.251,69.458
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,GFP+,471190,50.752,50.752
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,R4,69538,7.49,7.49
0-2.5,H5,All Events,928416,100,100
0-2.5,H5,R1,823191,88.666,88.666
0-2.5,H5,LG1,379524,40.879,40.879
0-2.5,H6,GFP+,802,0.962,19.321
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,R1,4151,4.979,4.979
0-2.5,H6,mCh+,694,0.832,16.719
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,R1,4151,4.979,4.979
0-2.5,H6,R1,4151,4.979,4.979
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,mCherry-/GFP+,810,0.972,19.513
0-2.5,H6,mCherry+/GFP+,1,0.001,0.024
0-2.5,H6,mCherry-/GFP-,2641,3.168,63.623
0-2.5,H6,mCherry+/GFP-,699,0.838,16.839
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,R1,4151,4.979,4.979
0-2.5,H6,R2,449,0.539,64.697
0-2.5,H6,R4,0,0,0
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,mCh+,694,0.832,0.832
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,R2,449,0.539,0.539
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,R3,721,0.865,0.865
0-2.5,H6,R3,721,0.865,89.9
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,GFP+,802,0.962,0.962
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,R4,0,0,0
0-2.5,H6,All Events,83376,100,100
0-2.5,H6,R1,4151,4.979,4.979
0-2.5,H6,LG1,694,0.832,0.832
0-2.5,H7,GFP+,76554,35.15,52.763
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,R1,145089,66.618,66.618
0-2.5,H7,mCh+,64226,29.49,44.267
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,R1,145089,66.618,66.618
0-2.5,H7,R1,145089,66.618,66.618
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,mCherry-/GFP+,73141,33.583,50.411
0-2.5,H7,mCherry+/GFP+,5878,2.699,4.051
0-2.5,H7,mCherry-/GFP-,7145,3.281,4.925
0-2.5,H7,mCherry+/GFP-,58925,27.056,40.613
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,R1,145089,66.618,66.618
0-2.5,H7,R2,25625,11.766,39.898
0-2.5,H7,R4,4631,2.126,7.21
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,mCh+,64226,29.49,29.49
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,R2,25625,11.766,11.766
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,R3,63500,29.156,29.156
0-2.5,H7,R3,63500,29.156,82.948
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,GFP+,76554,35.15,35.15
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,R4,4631,2.126,2.126
0-2.5,H7,All Events,217791,100,100
0-2.5,H7,R1,145089,66.618,66.618
0-2.5,H7,LG1,64226,29.49,29.49
0-2.5,H8,GFP+,72,0.114,3.81
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,R1,1890,2.991,2.991
0-2.5,H8,mCh+,62,0.098,3.28
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,R1,1890,2.991,2.991
0-2.5,H8,R1,1890,2.991,2.991
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,mCherry-/GFP+,72,0.114,3.81
0-2.5,H8,mCherry+/GFP+,0,0,0
0-2.5,H8,mCherry-/GFP-,1756,2.779,92.91
0-2.5,H8,mCherry+/GFP-,62,0.098,3.28
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,R1,1890,2.991,2.991
0-2.5,H8,R2,44,0.07,70.968
0-2.5,H8,R4,0,0,0
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,mCh+,62,0.098,0.098
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,R2,44,0.07,0.07
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,R3,68,0.108,0.108
0-2.5,H8,R3,68,0.108,94.444
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,GFP+,72,0.114,0.114
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,R4,0,0,0
0-2.5,H8,All Events,63194,100,100
0-2.5,H8,R1,1890,2.991,2.991
0-2.5,H8,LG1,62,0.098,0.098
0-2.5,H9,GFP+,125350,38.571,50.704
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,R1,247219,76.07,76.07
0-2.5,H9,mCh+,120331,37.026,48.674
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,R1,247219,76.07,76.07
0-2.5,H9,R1,247219,76.07,76.07
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,mCherry-/GFP+,115263,35.467,46.624
0-2.5,H9,mCherry+/GFP+,14073,4.33,5.693
0-2.5,H9,mCherry-/GFP-,10261,3.157,4.151
0-2.5,H9,mCherry+/GFP-,107622,33.116,43.533
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,R1,247219,76.07,76.07
0-2.5,H9,R2,38889,11.966,32.318
0-2.5,H9,R4,11070,3.406,9.2
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,mCh+,120331,37.026,37.026
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,R2,38889,11.966,11.966
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,R3,100529,30.933,30.933
0-2.5,H9,R3,100529,30.933,80.199
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,GFP+,125350,38.571,38.571
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,R4,11070,3.406,3.406
0-2.5,H9,All Events,324988,100,100
0-2.5,H9,R1,247219,76.07,76.07
0-2.5,H9,LG1,120331,37.026,37.026
0-2.5,H10,GFP+,135873,40.828,53.005
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,R1,256341,77.027,77.027
0-2.5,H10,mCh+,117892,35.425,45.99
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,R1,256341,77.027,77.027
0-2.5,H10,R1,256341,77.027,77.027
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,mCherry-/GFP+,125362,37.67,48.904
0-2.5,H10,mCherry+/GFP+,15163,4.556,5.915
0-2.5,H10,mCherry-/GFP-,11752,3.531,4.585
0-2.5,H10,mCherry+/GFP-,104064,31.27,40.596
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,R1,256341,77.027,77.027
0-2.5,H10,R2,35929,10.796,30.476
0-2.5,H10,R4,12042,3.618,10.214
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,mCh+,117892,35.425,35.425
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,R2,35929,10.796,10.796
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,R3,108502,32.604,32.604
0-2.5,H10,R3,108502,32.604,79.855
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,GFP+,135873,40.828,40.828
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,R4,12042,3.618,3.618
0-2.5,H10,All Events,332792,100,100
0-2.5,H10,R1,256341,77.027,77.027
0-2.5,H10,LG1,117892,35.425,35.425
0-2.5,H11,GFP+,103967,41.779,54.364
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,R1,191241,76.849,76.849
0-2.5,H11,mCh+,83703,33.636,43.768
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,R1,191241,76.849,76.849
0-2.5,H11,R1,191241,76.849,76.849
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,mCherry-/GFP+,97889,39.336,51.186
0-2.5,H11,mCherry+/GFP+,9632,3.871,5.037
0-2.5,H11,mCherry-/GFP-,8841,3.553,4.623
0-2.5,H11,mCherry+/GFP-,74879,30.09,39.154
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,R1,191241,76.849,76.849
0-2.5,H11,R2,30635,12.311,36.6
0-2.5,H11,R4,7728,3.105,9.233
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,mCh+,83703,33.636,33.636
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,R2,30635,12.311,12.311
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,R3,84770,34.064,34.064
0-2.5,H11,R3,84770,34.064,81.535
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,GFP+,103967,41.779,41.779
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,R4,7728,3.105,3.105
0-2.5,H11,All Events,248852,100,100
0-2.5,H11,R1,191241,76.849,76.849
0-2.5,H11,LG1,83703,33.636,33.636
0-2.5,H12,GFP+,118,0.215,9.728
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,R1,1213,2.21,2.21
0-2.5,H12,mCh+,98,0.179,8.079
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,R1,1213,2.21,2.21
0-2.5,H12,R1,1213,2.21,2.21
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,mCherry-/GFP+,122,0.222,10.058
0-2.5,H12,mCherry+/GFP+,0,0,0
0-2.5,H12,mCherry-/GFP-,993,1.809,81.863
0-2.5,H12,mCherry+/GFP-,98,0.179,8.079
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,R1,1213,2.21,2.21
0-2.5,H12,R2,66,0.12,67.347
0-2.5,H12,R4,0,0,0
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,mCh+,98,0.179,0.179
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,R2,66,0.12,0.12
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,R3,107,0.195,0.195
0-2.5,H12,R3,107,0.195,90.678
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,GFP+,118,0.215,0.215
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,R4,0,0,0
0-2.5,H12,All Events,54893,100,100
0-2.5,H12,R1,1213,2.21,2.21
0-2.5,H12,LG1,98,0.179,0.179
