Plate,Sample,Gate,Count,%Total,%Gated
3-5.5,A1,GFP+,1579,2.988,12.646
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,R1,12486,23.628,23.628
3-5.5,A1,mCh+,9721,18.396,77.855
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,R1,12486,23.628,23.628
3-5.5,A1,R1,12486,23.628,23.628
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,mCherry-/GFP+,1566,2.963,12.542
3-5.5,A1,mCherry+/GFP+,54,0.102,0.432
3-5.5,A1,mCherry-/GFP-,1179,2.231,9.443
3-5.5,A1,mCherry+/GFP-,9687,18.332,77.583
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,R1,12486,23.628,23.628
3-5.5,A1,R2,5970,11.298,61.413
3-5.5,A1,R4,46,0.087,0.473
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,mCh+,9721,18.396,18.396
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,R2,5970,11.298,11.298
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,R3,1372,2.596,2.596
3-5.5,A1,R3,1372,2.596,86.890
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,GFP+,1579,2.988,2.988
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,R4,46,0.087,0.087
3-5.5,A1,All Events,52843,100.000,100.000
3-5.5,A1,R1,12486,23.628,23.628
3-5.5,A1,LG1,9721,18.396,18.396
3-5.5,A2,GFP+,1525,3.311,13.161
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,R1,11587,25.160,25.160
3-5.5,A2,mCh+,9147,19.862,78.942
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,R1,11587,25.160,25.160
3-5.5,A2,R1,11587,25.160,25.160
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,mCherry-/GFP+,1525,3.311,13.161
3-5.5,A2,mCherry+/GFP+,33,0.072,0.285
3-5.5,A2,mCherry-/GFP-,892,1.937,7.698
3-5.5,A2,mCherry+/GFP-,9137,19.840,78.856
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,R1,11587,25.160,25.160
3-5.5,A2,R2,5708,12.394,62.403
3-5.5,A2,R4,26,0.056,0.284
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,mCh+,9147,19.862,19.862
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,R2,5708,12.394,12.394
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,R3,1342,2.914,2.914
3-5.5,A2,R3,1342,2.914,88.000
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,GFP+,1525,3.311,3.311
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,R4,26,0.056,0.056
3-5.5,A2,All Events,46053,100.000,100.000
3-5.5,A2,R1,11587,25.160,25.160
3-5.5,A2,LG1,9147,19.862,19.862
3-5.5,A3,GFP+,1762,4.090,11.946
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,R1,14750,34.239,34.239
3-5.5,A3,mCh+,12344,28.654,83.688
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,R1,14750,34.239,34.239
3-5.5,A3,R1,14750,34.239,34.239
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,mCherry-/GFP+,1751,4.065,11.871
3-5.5,A3,mCherry+/GFP+,53,0.123,0.359
3-5.5,A3,mCherry-/GFP-,634,1.472,4.298
3-5.5,A3,mCherry+/GFP-,12312,28.580,83.471
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,R1,14750,34.239,34.239
3-5.5,A3,R2,7759,18.011,62.856
3-5.5,A3,R4,43,0.100,0.348
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,mCh+,12344,28.654,28.654
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,R2,7759,18.011,18.011
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,R3,1562,3.626,3.626
3-5.5,A3,R3,1562,3.626,88.649
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,GFP+,1762,4.090,4.090
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,R4,43,0.100,0.100
3-5.5,A3,All Events,43079,100.000,100.000
3-5.5,A3,R1,14750,34.239,34.239
3-5.5,A3,LG1,12344,28.654,28.654
3-5.5,A4,GFP+,4,0.014,0.792
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,R1,505,1.792,1.792
3-5.5,A4,mCh+,24,0.085,4.752
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,R1,505,1.792,1.792
3-5.5,A4,R1,505,1.792,1.792
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,mCherry-/GFP+,5,0.018,0.990
3-5.5,A4,mCherry+/GFP+,1,0.004,0.198
3-5.5,A4,mCherry-/GFP-,476,1.689,94.257
3-5.5,A4,mCherry+/GFP-,23,0.082,4.554
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,R1,505,1.792,1.792
3-5.5,A4,R2,11,0.039,45.833
3-5.5,A4,R4,0,0.000,0.000
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,mCh+,24,0.085,0.085
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,R2,11,0.039,0.039
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,R3,4,0.014,0.014
3-5.5,A4,R3,4,0.014,100.000
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,GFP+,4,0.014,0.014
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,R4,0,0.000,0.000
3-5.5,A4,All Events,28177,100.000,100.000
3-5.5,A4,R1,505,1.792,1.792
3-5.5,A4,LG1,24,0.085,0.085
3-5.5,A5,GFP+,1448,3.558,17.108
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,R1,8464,20.796,20.796
3-5.5,A5,mCh+,6081,14.941,71.845
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,R1,8464,20.796,20.796
3-5.5,A5,R1,8464,20.796,20.796
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,mCherry-/GFP+,1446,3.553,17.084
3-5.5,A5,mCherry+/GFP+,38,0.093,0.449
3-5.5,A5,mCherry-/GFP-,922,2.265,10.893
3-5.5,A5,mCherry+/GFP-,6058,14.884,71.574
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,R1,8464,20.796,20.796
3-5.5,A5,R2,3905,9.594,64.216
3-5.5,A5,R4,29,0.071,0.477
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,mCh+,6081,14.941,14.941
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,R2,3905,9.594,9.594
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,R3,1227,3.015,3.015
3-5.5,A5,R3,1227,3.015,84.738
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,GFP+,1448,3.558,3.558
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,R4,29,0.071,0.071
3-5.5,A5,All Events,40701,100.000,100.000
3-5.5,A5,R1,8464,20.796,20.796
3-5.5,A5,LG1,6081,14.941,14.941
3-5.5,A6,GFP+,3364,7.904,19.469
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,R1,17279,40.597,40.597
3-5.5,A6,mCh+,13352,31.371,77.273
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,R1,17279,40.597,40.597
3-5.5,A6,R1,17279,40.597,40.597
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,mCherry-/GFP+,3319,7.798,19.208
3-5.5,A6,mCherry+/GFP+,126,0.296,0.729
3-5.5,A6,mCherry-/GFP-,592,1.391,3.426
3-5.5,A6,mCherry+/GFP-,13242,31.112,76.636
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,R1,17279,40.597,40.597
3-5.5,A6,R2,8197,19.259,61.392
3-5.5,A6,R4,107,0.251,0.801
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,mCh+,13352,31.371,31.371
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,R2,8197,19.259,19.259
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,R3,2848,6.691,6.691
3-5.5,A6,R3,2848,6.691,84.661
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,GFP+,3364,7.904,7.904
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,R4,107,0.251,0.251
3-5.5,A6,All Events,42562,100.000,100.000
3-5.5,A6,R1,17279,40.597,40.597
3-5.5,A6,LG1,13352,31.371,31.371
3-5.5,A7,GFP+,3309,7.004,17.822
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,R1,18567,39.301,39.301
3-5.5,A7,mCh+,14458,30.603,77.869
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,R1,18567,39.301,39.301
3-5.5,A7,R1,18567,39.301,39.301
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,mCherry-/GFP+,3230,6.837,17.396
3-5.5,A7,mCherry+/GFP+,148,0.313,0.797
3-5.5,A7,mCherry-/GFP-,861,1.822,4.637
3-5.5,A7,mCherry+/GFP-,14328,30.328,77.169
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,R1,18567,39.301,39.301
3-5.5,A7,R2,8826,18.682,61.046
3-5.5,A7,R4,125,0.265,0.865
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,mCh+,14458,30.603,30.603
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,R2,8826,18.682,18.682
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,R3,2798,5.923,5.923
3-5.5,A7,R3,2798,5.923,84.557
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,GFP+,3309,7.004,7.004
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,R4,125,0.265,0.265
3-5.5,A7,All Events,47243,100.000,100.000
3-5.5,A7,R1,18567,39.301,39.301
3-5.5,A7,LG1,14458,30.603,30.603
3-5.5,A8,GFP+,3,0.012,0.977
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,R1,307,1.261,1.261
3-5.5,A8,mCh+,30,0.123,9.772
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,R1,307,1.261,1.261
3-5.5,A8,R1,307,1.261,1.261
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,mCherry-/GFP+,3,0.012,0.977
3-5.5,A8,mCherry+/GFP+,0,0.000,0.000
3-5.5,A8,mCherry-/GFP-,274,1.126,89.251
3-5.5,A8,mCherry+/GFP-,30,0.123,9.772
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,R1,307,1.261,1.261
3-5.5,A8,R2,22,0.090,73.333
3-5.5,A8,R4,0,0.000,0.000
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,mCh+,30,0.123,0.123
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,R2,22,0.090,0.090
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,R3,3,0.012,0.012
3-5.5,A8,R3,3,0.012,100.000
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,GFP+,3,0.012,0.012
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,R4,0,0.000,0.000
3-5.5,A8,All Events,24340,100.000,100.000
3-5.5,A8,R1,307,1.261,1.261
3-5.5,A8,LG1,30,0.123,0.123
3-5.5,A9,GFP+,1602,4.313,17.360
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,R1,9228,24.842,24.842
3-5.5,A9,mCh+,7026,18.914,76.138
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,R1,9228,24.842,24.842
3-5.5,A9,R1,9228,24.842,24.842
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,mCherry-/GFP+,1589,4.278,17.219
3-5.5,A9,mCherry+/GFP+,48,0.129,0.520
3-5.5,A9,mCherry-/GFP-,599,1.613,6.491
3-5.5,A9,mCherry+/GFP-,6992,18.823,75.769
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,R1,9228,24.842,24.842
3-5.5,A9,R2,4322,11.635,61.514
3-5.5,A9,R4,39,0.105,0.555
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,mCh+,7026,18.914,18.914
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,R2,4322,11.635,11.635
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,R3,1387,3.734,3.734
3-5.5,A9,R3,1387,3.734,86.579
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,GFP+,1602,4.313,4.313
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,R4,39,0.105,0.105
3-5.5,A9,All Events,37147,100.000,100.000
3-5.5,A9,R1,9228,24.842,24.842
3-5.5,A9,LG1,7026,18.914,18.914
3-5.5,A10,GFP+,2287,6.189,17.871
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,R1,12797,34.630,34.630
3-5.5,A10,mCh+,10033,27.150,78.401
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,R1,12797,34.630,34.630
3-5.5,A10,R1,12797,34.630,34.630
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,mCherry-/GFP+,2265,6.129,17.699
3-5.5,A10,mCherry+/GFP+,71,0.192,0.555
3-5.5,A10,mCherry-/GFP-,480,1.299,3.751
3-5.5,A10,mCherry+/GFP-,9981,27.009,77.995
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,R1,12797,34.630,34.630
3-5.5,A10,R2,6173,16.705,61.527
3-5.5,A10,R4,57,0.154,0.568
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,mCh+,10033,27.150,27.150
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,R2,6173,16.705,16.705
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,R3,1984,5.369,5.369
3-5.5,A10,R3,1984,5.369,86.751
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,GFP+,2287,6.189,6.189
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,R4,57,0.154,0.154
3-5.5,A10,All Events,36954,100.000,100.000
3-5.5,A10,R1,12797,34.630,34.630
3-5.5,A10,LG1,10033,27.150,27.150
3-5.5,A11,GFP+,3289,7.843,17.410
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,R1,18891,45.050,45.050
3-5.5,A11,mCh+,15096,36.000,79.911
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,R1,18891,45.050,45.050
3-5.5,A11,R1,18891,45.050,45.050
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,mCherry-/GFP+,3230,7.703,17.098
3-5.5,A11,mCherry+/GFP+,146,0.348,0.773
3-5.5,A11,mCherry-/GFP-,539,1.285,2.853
3-5.5,A11,mCherry+/GFP-,14976,35.714,79.276
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,R1,18891,45.050,45.050
3-5.5,A11,R2,9268,22.102,61.394
3-5.5,A11,R4,116,0.277,0.768
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,mCh+,15096,36.000,36.000
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,R2,9268,22.102,22.102
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,R3,2815,6.713,6.713
3-5.5,A11,R3,2815,6.713,85.588
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,GFP+,3289,7.843,7.843
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,R4,116,0.277,0.277
3-5.5,A11,All Events,41933,100.000,100.000
3-5.5,A11,R1,18891,45.050,45.050
3-5.5,A11,LG1,15096,36.000,36.000
3-5.5,A12,GFP+,4,0.019,2.116
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,R1,189,0.902,0.902
3-5.5,A12,mCh+,51,0.243,26.984
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,R1,189,0.902,0.902
3-5.5,A12,R1,189,0.902,0.902
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,mCherry-/GFP+,4,0.019,2.116
3-5.5,A12,mCherry+/GFP+,1,0.005,0.529
3-5.5,A12,mCherry-/GFP-,132,0.630,69.841
3-5.5,A12,mCherry+/GFP-,52,0.248,27.513
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,R1,189,0.902,0.902
3-5.5,A12,R2,35,0.167,68.627
3-5.5,A12,R4,0,0.000,0.000
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,mCh+,51,0.243,0.243
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,R2,35,0.167,0.167
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,R3,3,0.014,0.014
3-5.5,A12,R3,3,0.014,75.000
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,GFP+,4,0.019,0.019
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,R4,0,0.000,0.000
3-5.5,A12,All Events,20955,100.000,100.000
3-5.5,A12,R1,189,0.902,0.902
3-5.5,A12,LG1,51,0.243,0.243
3-5.5,B1,GFP+,7329,15.128,27.542
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,R1,26610,54.926,54.926
3-5.5,B1,mCh+,18690,38.578,70.237
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,R1,26610,54.926,54.926
3-5.5,B1,R1,26610,54.926,54.926
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,mCherry-/GFP+,7159,14.777,26.903
3-5.5,B1,mCherry+/GFP+,361,0.745,1.357
3-5.5,B1,mCherry-/GFP-,716,1.478,2.691
3-5.5,B1,mCherry+/GFP-,18374,37.926,69.049
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,R1,26610,54.926,54.926
3-5.5,B1,R2,10293,21.246,55.072
3-5.5,B1,R4,282,0.582,1.509
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,mCh+,18690,38.578,38.578
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,R2,10293,21.246,21.246
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,R3,6371,13.150,13.150
3-5.5,B1,R3,6371,13.150,86.929
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,GFP+,7329,15.128,15.128
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,R4,282,0.582,0.582
3-5.5,B1,All Events,48447,100.000,100.000
3-5.5,B1,R1,26610,54.926,54.926
3-5.5,B1,LG1,18690,38.578,38.578
3-5.5,B2,GFP+,7418,16.752,34.390
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,R1,21570,48.712,48.712
3-5.5,B2,mCh+,13520,30.532,62.680
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,R1,21570,48.712,48.712
3-5.5,B2,R1,21570,48.712,48.712
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,mCherry-/GFP+,7334,16.562,34.001
3-5.5,B2,mCherry+/GFP+,261,0.589,1.210
3-5.5,B2,mCherry-/GFP-,685,1.547,3.176
3-5.5,B2,mCherry+/GFP-,13290,30.013,61.613
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,R1,21570,48.712,48.712
3-5.5,B2,R2,7555,17.061,55.880
3-5.5,B2,R4,203,0.458,1.501
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,mCh+,13520,30.532,30.532
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,R2,7555,17.061,17.061
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,R3,6521,14.726,14.726
3-5.5,B2,R3,6521,14.726,87.908
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,GFP+,7418,16.752,16.752
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,R4,203,0.458,0.458
3-5.5,B2,All Events,44281,100.000,100.000
3-5.5,B2,R1,21570,48.712,48.712
3-5.5,B2,LG1,13520,30.532,30.532
3-5.5,B3,GFP+,7094,16.144,30.559
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,R1,23214,52.830,52.830
3-5.5,B3,mCh+,15531,35.345,66.904
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,R1,23214,52.830,52.830
3-5.5,B3,R1,23214,52.830,52.830
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,mCherry-/GFP+,7026,15.990,30.266
3-5.5,B3,mCherry+/GFP+,265,0.603,1.142
3-5.5,B3,mCherry-/GFP-,622,1.416,2.679
3-5.5,B3,mCherry+/GFP-,15301,34.822,65.913
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,R1,23214,52.830,52.830
3-5.5,B3,R2,8876,20.200,57.150
3-5.5,B3,R4,203,0.462,1.307
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,mCh+,15531,35.345,35.345
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,R2,8876,20.200,20.200
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,R3,6181,14.067,14.067
3-5.5,B3,R3,6181,14.067,87.130
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,GFP+,7094,16.144,16.144
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,R4,203,0.462,0.462
3-5.5,B3,All Events,43941,100.000,100.000
3-5.5,B3,R1,23214,52.830,52.830
3-5.5,B3,LG1,15531,35.345,35.345
3-5.5,B4,GFP+,17,0.084,9.392
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,R1,181,0.892,0.892
3-5.5,B4,mCh+,58,0.286,32.044
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,R1,181,0.892,0.892
3-5.5,B4,R1,181,0.892,0.892
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,mCherry-/GFP+,17,0.084,9.392
3-5.5,B4,mCherry+/GFP+,1,0.005,0.552
3-5.5,B4,mCherry-/GFP-,106,0.522,58.564
3-5.5,B4,mCherry+/GFP-,57,0.281,31.492
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,R1,181,0.892,0.892
3-5.5,B4,R2,38,0.187,65.517
3-5.5,B4,R4,0,0.000,0.000
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,mCh+,58,0.286,0.286
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,R2,38,0.187,0.187
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,R3,15,0.074,0.074
3-5.5,B4,R3,15,0.074,88.235
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,GFP+,17,0.084,0.084
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,R4,0,0.000,0.000
3-5.5,B4,All Events,20295,100.000,100.000
3-5.5,B4,R1,181,0.892,0.892
3-5.5,B4,LG1,58,0.286,0.286
3-5.5,B5,GFP+,7293,18.065,38.153
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,R1,19115,47.348,47.348
3-5.5,B5,mCh+,11269,27.914,58.954
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,R1,19115,47.348,47.348
3-5.5,B5,R1,19115,47.348,47.348
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,mCherry-/GFP+,7211,17.862,37.724
3-5.5,B5,mCherry+/GFP+,239,0.592,1.250
3-5.5,B5,mCherry-/GFP-,617,1.528,3.228
3-5.5,B5,mCherry+/GFP-,11048,27.366,57.798
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,R1,19115,47.348,47.348
3-5.5,B5,R2,6520,16.150,57.858
3-5.5,B5,R4,200,0.495,1.775
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,mCh+,11269,27.914,27.914
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,R2,6520,16.150,16.150
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,R3,6304,15.615,15.615
3-5.5,B5,R3,6304,15.615,86.439
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,GFP+,7293,18.065,18.065
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,R4,200,0.495,0.495
3-5.5,B5,All Events,40371,100.000,100.000
3-5.5,B5,R1,19115,47.348,47.348
3-5.5,B5,LG1,11269,27.914,27.914
3-5.5,B6,GFP+,7384,18.617,36.716
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,R1,20111,50.706,50.706
3-5.5,B6,mCh+,12178,30.704,60.554
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,R1,20111,50.706,50.706
3-5.5,B6,R1,20111,50.706,50.706
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,mCherry-/GFP+,7301,18.408,36.304
3-5.5,B6,mCherry+/GFP+,250,0.630,1.243
3-5.5,B6,mCherry-/GFP-,597,1.505,2.969
3-5.5,B6,mCherry+/GFP-,11963,30.162,59.485
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,R1,20111,50.706,50.706
3-5.5,B6,R2,7160,18.053,58.795
3-5.5,B6,R4,203,0.512,1.667
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,mCh+,12178,30.704,30.704
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,R2,7160,18.053,18.053
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,R3,6385,16.099,16.099
3-5.5,B6,R3,6385,16.099,86.471
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,GFP+,7384,18.617,18.617
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,R4,203,0.512,0.512
3-5.5,B6,All Events,39662,100.000,100.000
3-5.5,B6,R1,20111,50.706,50.706
3-5.5,B6,LG1,12178,30.704,30.704
3-5.5,B7,GFP+,6188,16.588,37.489
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,R1,16506,44.247,44.247
3-5.5,B7,mCh+,9794,26.255,59.336
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,R1,16506,44.247,44.247
3-5.5,B7,R1,16506,44.247,44.247
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,mCherry-/GFP+,6134,16.443,37.162
3-5.5,B7,mCherry+/GFP+,196,0.525,1.187
3-5.5,B7,mCherry-/GFP-,548,1.469,3.320
3-5.5,B7,mCherry+/GFP-,9628,25.810,58.330
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,R1,16506,44.247,44.247
3-5.5,B7,R2,5687,15.245,58.066
3-5.5,B7,R4,155,0.416,1.583
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,mCh+,9794,26.255,26.255
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,R2,5687,15.245,15.245
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,R3,5336,14.304,14.304
3-5.5,B7,R3,5336,14.304,86.231
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,GFP+,6188,16.588,16.588
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,R4,155,0.416,0.416
3-5.5,B7,All Events,37304,100.000,100.000
3-5.5,B7,R1,16506,44.247,44.247
3-5.5,B7,LG1,9794,26.255,26.255
3-5.5,B8,GFP+,12,0.062,10.526
