Plate,Sample,Gate,Count,%Total,%Gated
3-5.5,H10,All Events,79480,100.000,100.000
3-5.5,H10,R1,57736,72.642,72.642
3-5.5,H10,LG1,10225,12.865,12.865
3-5.5,H11,GFP+,50338,54.574,71.626
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,R1,70279,76.193,76.193
3-5.5,H11,mCh+,15846,17.179,22.547
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,R1,70279,76.193,76.193
3-5.5,H11,R1,70279,76.193,76.193
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,mCherry-/GFP+,49888,54.086,70.986
3-5.5,H11,mCherry+/GFP+,1715,1.859,2.440
3-5.5,H11,mCherry-/GFP-,4295,4.656,6.111
3-5.5,H11,mCherry+/GFP-,14381,15.591,20.463
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,R1,70279,76.193,76.193
3-5.5,H11,R2,4037,4.377,25.476
3-5.5,H11,R4,1271,1.378,8.021
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,mCh+,15846,17.179,17.179
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,R2,4037,4.377,4.377
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,R3,43349,46.997,46.997
3-5.5,H11,R3,43349,46.997,86.116
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,GFP+,50338,54.574,54.574
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,R4,1271,1.378,1.378
3-5.5,H11,All Events,92238,100.000,100.000
3-5.5,H11,R1,70279,76.193,76.193
3-5.5,H11,LG1,15846,17.179,17.179
3-5.5,H12,GFP+,150,0.797,42.254
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,R1,355,1.885,1.885
3-5.5,H12,mCh+,120,0.637,33.803
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,R1,355,1.885,1.885
3-5.5,H12,R1,355,1.885,1.885
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,mCherry-/GFP+,152,0.807,42.817
3-5.5,H12,mCherry+/GFP+,1,0.005,0.282
3-5.5,H12,mCherry-/GFP-,83,0.441,23.380
3-5.5,H12,mCherry+/GFP-,119,0.632,33.521
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,R1,355,1.885,1.885
3-5.5,H12,R2,69,0.366,57.500
3-5.5,H12,R4,1,0.005,0.833
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,mCh+,120,0.637,0.637
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,R2,69,0.366,0.366
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,R3,136,0.722,0.722
3-5.5,H12,R3,136,0.722,90.667
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,GFP+,150,0.797,0.797
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,R4,1,0.005,0.005
3-5.5,H12,All Events,18832,100.000,100.000
3-5.5,H12,R1,355,1.885,1.885
3-5.5,H12,LG1,120,0.637,0.637
