Plate,Sample,Gate,Count,%Total,%Gated
6-7,D2,mCherry+/GFP-,11024,13.593,19.146
6-7,D2,All Events,81103,100.000,100.000
6-7,D2,R1,57578,70.994,70.994
6-7,D2,R2,3911,4.822,33.102
6-7,D2,R4,720,0.888,6.094
6-7,D2,All Events,81103,100.000,100.000
6-7,D2,mCh+,11815,14.568,14.568
6-7,D2,All Events,81103,100.000,100.000
6-7,D2,R2,3911,4.822,4.822
6-7,D2,All Events,81103,100.000,100.000
6-7,D2,R3,38562,47.547,47.547
6-7,D2,R3,38562,47.547,91.531
6-7,D2,All Events,81103,100.000,100.000
6-7,D2,GFP+,42130,51.946,51.946
6-7,D2,All Events,81103,100.000,100.000
6-7,D2,R4,720,0.888,0.888
6-7,D2,All Events,81103,100.000,100.000
6-7,D2,R1,57578,70.994,70.994
6-7,D2,LG1,11815,14.568,14.568
6-7,D3,GFP+,34243,49.126,70.585
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,R1,48513,69.598,69.598
6-7,D3,mCh+,11157,16.006,22.998
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,R1,48513,69.598,69.598
6-7,D3,R1,48513,69.598,69.598
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,mCherry-/GFP+,34157,49.002,70.408
6-7,D3,mCherry+/GFP+,795,1.141,1.639
6-7,D3,mCherry-/GFP-,3094,4.439,6.378
6-7,D3,mCherry+/GFP-,10467,15.016,21.576
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,R1,48513,69.598,69.598
6-7,D3,R2,3749,5.378,33.602
6-7,D3,R4,601,0.862,5.387
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,mCh+,11157,16.006,16.006
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,R2,3749,5.378,5.378
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,R3,30812,44.203,44.203
6-7,D3,R3,30812,44.203,89.980
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,GFP+,34243,49.126,49.126
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,R4,601,0.862,0.862
6-7,D3,All Events,69705,100.000,100.000
6-7,D3,R1,48513,69.598,69.598
6-7,D3,LG1,11157,16.006,16.006
6-7,D4,GFP+,226,1.134,44.752
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,R1,505,2.533,2.533
6-7,D4,mCh+,164,0.823,32.475
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,R1,505,2.533,2.533
6-7,D4,R1,505,2.533,2.533
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,mCherry-/GFP+,229,1.149,45.347
6-7,D4,mCherry+/GFP+,0,0.000,0.000
6-7,D4,mCherry-/GFP-,108,0.542,21.386
6-7,D4,mCherry+/GFP-,168,0.843,33.267
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,R1,505,2.533,2.533
6-7,D4,R2,90,0.452,54.878
6-7,D4,R4,0,0.000,0.000
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,mCh+,164,0.823,0.823
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,R2,90,0.452,0.452
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,R3,215,1.079,1.079
6-7,D4,R3,215,1.079,95.133
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,GFP+,226,1.134,1.134
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,R4,0,0.000,0.000
6-7,D4,All Events,19933,100.000,100.000
6-7,D4,R1,505,2.533,2.533
6-7,D4,LG1,164,0.823,0.823
6-7,D5,GFP+,58576,60.267,79.037
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,R1,74112,76.252,76.252
6-7,D5,mCh+,10420,10.721,14.060
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,R1,74112,76.252,76.252
6-7,D5,R1,74112,76.252,76.252
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,mCherry-/GFP+,58801,60.499,79.341
6-7,D5,mCherry+/GFP+,970,0.998,1.309
6-7,D5,mCherry-/GFP-,4743,4.880,6.400
6-7,D5,mCherry+/GFP-,9598,9.875,12.951
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,R1,74112,76.252,76.252
6-7,D5,R2,2961,3.046,28.417
6-7,D5,R4,717,0.738,6.881
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,mCh+,10420,10.721,10.721
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,R2,2961,3.046,3.046
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,R3,53260,54.798,54.798
6-7,D5,R3,53260,54.798,90.925
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,GFP+,58576,60.267,60.267
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,R4,717,0.738,0.738
6-7,D5,All Events,97194,100.000,100.000
6-7,D5,R1,74112,76.252,76.252
6-7,D5,LG1,10420,10.721,10.721
6-7,D6,GFP+,30251,51.480,77.291
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,R1,39139,66.605,66.605
6-7,D6,mCh+,6187,10.529,15.808
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,R1,39139,66.605,66.605
6-7,D6,R1,39139,66.605,66.605
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,mCherry-/GFP+,30344,51.638,77.529
6-7,D6,mCherry+/GFP+,419,0.713,1.071
6-7,D6,mCherry-/GFP-,2555,4.348,6.528
6-7,D6,mCherry+/GFP-,5821,9.906,14.873
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,R1,39139,66.605,66.605
6-7,D6,R2,2341,3.984,37.837
6-7,D6,R4,339,0.577,5.479
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,mCh+,6187,10.529,10.529
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,R2,2341,3.984,3.984
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,R3,27680,47.104,47.104
6-7,D6,R3,27680,47.104,91.501
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,GFP+,30251,51.480,51.480
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,R4,339,0.577,0.577
6-7,D6,All Events,58763,100.000,100.000
6-7,D6,R1,39139,66.605,66.605
6-7,D6,LG1,6187,10.529,10.529
6-7,D7,GFP+,32000,51.444,76.779
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,R1,41678,67.003,67.003
6-7,D7,mCh+,6922,11.128,16.608
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,R1,41678,67.003,67.003
6-7,D7,R1,41678,67.003,67.003
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,mCherry-/GFP+,32111,51.623,77.045
6-7,D7,mCherry+/GFP+,484,0.778,1.161
6-7,D7,mCherry-/GFP-,2580,4.148,6.190
6-7,D7,mCherry+/GFP-,6503,10.454,15.603
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,R1,41678,67.003,67.003
6-7,D7,R2,2539,4.082,36.680
6-7,D7,R4,382,0.614,5.519
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,mCh+,6922,11.128,11.128
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,R2,2539,4.082,4.082
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,R3,28710,46.155,46.155
6-7,D7,R3,28710,46.155,89.719
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,GFP+,32000,51.444,51.444
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,R4,382,0.614,0.614
6-7,D7,All Events,62203,100.000,100.000
6-7,D7,R1,41678,67.003,67.003
6-7,D7,LG1,6922,11.128,11.128
6-7,D8,GFP+,101,0.594,48.558
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,R1,208,1.223,1.223
6-7,D8,mCh+,60,0.353,28.846
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,R1,208,1.223,1.223
6-7,D8,R1,208,1.223,1.223
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,mCherry-/GFP+,102,0.600,49.038
6-7,D8,mCherry+/GFP+,0,0.000,0.000
6-7,D8,mCherry-/GFP-,46,0.270,22.115
6-7,D8,mCherry+/GFP-,60,0.353,28.846
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,R1,208,1.223,1.223
6-7,D8,R2,31,0.182,51.667
6-7,D8,R4,0,0.000,0.000
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,mCh+,60,0.353,0.353
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,R2,31,0.182,0.182
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,R3,95,0.558,0.558
6-7,D8,R3,95,0.558,94.059
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,GFP+,101,0.594,0.594
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,R4,0,0.000,0.000
6-7,D8,All Events,17013,100.000,100.000
6-7,D8,R1,208,1.223,1.223
6-7,D8,LG1,60,0.353,0.353
6-7,D9,GFP+,90799,63.576,79.077
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,R1,114824,80.398,80.398
6-7,D9,mCh+,16629,11.643,14.482
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,R1,114824,80.398,80.398
6-7,D9,R1,114824,80.398,80.398
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,mCherry-/GFP+,90160,63.128,78.520
6-7,D9,mCherry+/GFP+,2293,1.606,1.997
6-7,D9,mCherry-/GFP-,7621,5.336,6.637
6-7,D9,mCherry+/GFP-,14750,10.328,12.846
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,R1,114824,80.398,80.398
6-7,D9,R2,3405,2.384,20.476
6-7,D9,R4,1707,1.195,10.265
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,mCh+,16629,11.643,11.643
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,R2,3405,2.384,2.384
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,R3,81741,57.234,57.234
6-7,D9,R3,81741,57.234,90.024
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,GFP+,90799,63.576,63.576
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,R4,1707,1.195,1.195
6-7,D9,All Events,142820,100.000,100.000
6-7,D9,R1,114824,80.398,80.398
6-7,D9,LG1,16629,11.643,11.643
6-7,D10,GFP+,30948,49.794,77.886
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,R1,39735,63.932,63.932
6-7,D10,mCh+,5780,9.300,14.546
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,R1,39735,63.932,63.932
6-7,D10,R1,39735,63.932,63.932
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,mCherry-/GFP+,31107,50.050,78.286
6-7,D10,mCherry+/GFP+,395,0.636,0.994
6-7,D10,mCherry-/GFP-,2776,4.466,6.986
6-7,D10,mCherry+/GFP-,5457,8.780,13.733
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,R1,39735,63.932,63.932
6-7,D10,R2,1988,3.199,34.394
6-7,D10,R4,292,0.470,5.052
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,mCh+,5780,9.300,9.300
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,R2,1988,3.199,3.199
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,R3,28362,45.633,45.633
6-7,D10,R3,28362,45.633,91.644
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,GFP+,30948,49.794,49.794
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,R4,292,0.470,0.470
6-7,D10,All Events,62152,100.000,100.000
6-7,D10,R1,39735,63.932,63.932
6-7,D10,LG1,5780,9.300,9.300
6-7,D11,GFP+,41735,55.071,77.016
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,R1,54190,71.506,71.506
6-7,D11,mCh+,8563,11.299,15.802
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,R1,54190,71.506,71.506
6-7,D11,R1,54190,71.506,71.506
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,mCherry-/GFP+,41913,55.306,77.345
6-7,D11,mCherry+/GFP+,698,0.921,1.288
6-7,D11,mCherry-/GFP-,3606,4.758,6.654
6-7,D11,mCherry+/GFP-,7973,10.521,14.713
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,R1,54190,71.506,71.506
6-7,D11,R2,2606,3.439,30.433
6-7,D11,R4,531,0.701,6.201
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,mCh+,8563,11.299,11.299
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,R2,2606,3.439,3.439
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,R3,37709,49.759,49.759
6-7,D11,R3,37709,49.759,90.353
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,GFP+,41735,55.071,55.071
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,R4,531,0.701,0.701
6-7,D11,All Events,75784,100.000,100.000
6-7,D11,R1,54190,71.506,71.506
6-7,D11,LG1,8563,11.299,11.299
6-7,D12,GFP+,201,1.148,48.551
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,R1,414,2.365,2.365
6-7,D12,mCh+,143,0.817,34.541
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,R1,414,2.365,2.365
6-7,D12,R1,414,2.365,2.365
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,mCherry-/GFP+,202,1.154,48.792
6-7,D12,mCherry+/GFP+,0,0.000,0.000
6-7,D12,mCherry-/GFP-,69,0.394,16.667
6-7,D12,mCherry+/GFP-,143,0.817,34.541
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,R1,414,2.365,2.365
6-7,D12,R2,70,0.400,48.951
6-7,D12,R4,0,0.000,0.000
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,mCh+,143,0.817,0.817
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,R2,70,0.400,0.400
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,R3,186,1.063,1.063
6-7,D12,R3,186,1.063,92.537
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,GFP+,201,1.148,1.148
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,R4,0,0.000,0.000
6-7,D12,All Events,17503,100.000,100.000
6-7,D12,R1,414,2.365,2.365
6-7,D12,LG1,143,0.817,0.817
