Plate,Sample,Gate,X Parameter,Y Parameter,Count,%Total,%Gated
Invasion 1.5-2.5hr,A8,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,R1,BL1-A,,5412,54.120,54.120
Invasion 1.5-2.5hr,A8,mCh+,YL2-A,,1346,13.460,24.871
Invasion 1.5-2.5hr,A8,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,R1,YL2-A,,5412,54.120,54.120
Invasion 1.5-2.5hr,A8,R1,FSC-H,SSC-H,5412,54.120,54.120
Invasion 1.5-2.5hr,A8,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,mCherry-/GFP+,YL2-A,BL1-A,638,6.380,11.789
Invasion 1.5-2.5hr,A8,mCherry+/GFP+,YL2-A,BL1-A,117,1.170,2.162
Invasion 1.5-2.5hr,A8,mCherry-/GFP-,YL2-A,BL1-A,392,3.920,7.243
Invasion 1.5-2.5hr,A8,mCherry+/GFP-,YL2-A,BL1-A,4265,42.650,78.806
Invasion 1.5-2.5hr,A8,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,R1,YL2-A,BL1-A,5412,54.120,54.120
Invasion 1.5-2.5hr,A8,R2,BL1-A,YL2-A,1217,12.170,90.416
Invasion 1.5-2.5hr,A8,R4,BL1-A,YL2-A,51,0.510,3.789
Invasion 1.5-2.5hr,A8,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,mCh+,BL1-A,YL2-A,1346,13.460,13.460
Invasion 1.5-2.5hr,A8,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,R2,YL2-A,,1217,12.170,12.170
Invasion 1.5-2.5hr,A8,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,R3,BL1-A,,543,5.430,5.430
Invasion 1.5-2.5hr,A8,R3,BL1-A,YL2-A,543,5.430,74.384
Invasion 1.5-2.5hr,A8,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,GFP+,BL1-A,YL2-A,730,7.300,7.300
Invasion 1.5-2.5hr,A8,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,R4,FSC-A,SSC-A,51,0.510,0.510
Invasion 1.5-2.5hr,A8,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A8,R1,FSC-A,FSC-H,5412,54.120,54.120
Invasion 1.5-2.5hr,A8,LG1,,,1346,13.460,13.460
Invasion 1.5-2.5hr,A9,GFP+,BL1-A,,3927,39.270,68.726
Invasion 1.5-2.5hr,A9,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,R1,BL1-A,,5714,57.140,57.140
Invasion 1.5-2.5hr,A9,mCh+,YL2-A,,131,1.310,2.293
Invasion 1.5-2.5hr,A9,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,R1,YL2-A,,5714,57.140,57.140
Invasion 1.5-2.5hr,A9,R1,FSC-H,SSC-H,5714,57.140,57.140
Invasion 1.5-2.5hr,A9,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,mCherry-/GFP+,YL2-A,BL1-A,3994,39.940,69.898
Invasion 1.5-2.5hr,A9,mCherry+/GFP+,YL2-A,BL1-A,59,0.590,1.033
Invasion 1.5-2.5hr,A9,mCherry-/GFP-,YL2-A,BL1-A,1275,12.750,22.314
Invasion 1.5-2.5hr,A9,mCherry+/GFP-,YL2-A,BL1-A,386,3.860,6.755
Invasion 1.5-2.5hr,A9,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,R1,YL2-A,BL1-A,5714,57.140,57.140
Invasion 1.5-2.5hr,A9,R2,BL1-A,YL2-A,90,0.900,68.702
Invasion 1.5-2.5hr,A9,R4,BL1-A,YL2-A,25,0.250,19.084
Invasion 1.5-2.5hr,A9,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,mCh+,BL1-A,YL2-A,131,1.310,1.310
Invasion 1.5-2.5hr,A9,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,R2,YL2-A,,90,0.900,0.900
Invasion 1.5-2.5hr,A9,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,R3,BL1-A,,3231,32.310,32.310
Invasion 1.5-2.5hr,A9,R3,BL1-A,YL2-A,3231,32.310,82.277
Invasion 1.5-2.5hr,A9,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,GFP+,BL1-A,YL2-A,3927,39.270,39.270
Invasion 1.5-2.5hr,A9,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,R4,FSC-A,SSC-A,25,0.250,0.250
Invasion 1.5-2.5hr,A9,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A9,R1,FSC-A,FSC-H,5714,57.140,57.140
Invasion 1.5-2.5hr,A9,LG1,,,131,1.310,1.310
Invasion 1.5-2.5hr,A10,GFP+,BL1-A,,3321,33.210,63.281
Invasion 1.5-2.5hr,A10,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,R1,BL1-A,,5248,52.480,52.480
Invasion 1.5-2.5hr,A10,mCh+,YL2-A,,184,1.840,3.506
Invasion 1.5-2.5hr,A10,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,R1,YL2-A,,5248,52.480,52.480
Invasion 1.5-2.5hr,A10,R1,FSC-H,SSC-H,5248,52.480,52.480
Invasion 1.5-2.5hr,A10,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,mCherry-/GFP+,YL2-A,BL1-A,3358,33.580,63.986
Invasion 1.5-2.5hr,A10,mCherry+/GFP+,YL2-A,BL1-A,52,0.520,0.991
Invasion 1.5-2.5hr,A10,mCherry-/GFP-,YL2-A,BL1-A,1236,12.360,23.552
Invasion 1.5-2.5hr,A10,mCherry+/GFP-,YL2-A,BL1-A,602,6.020,11.471
Invasion 1.5-2.5hr,A10,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,R1,YL2-A,BL1-A,5248,52.480,52.480
Invasion 1.5-2.5hr,A10,R2,BL1-A,YL2-A,149,1.490,80.978
Invasion 1.5-2.5hr,A10,R4,BL1-A,YL2-A,18,0.180,9.783
Invasion 1.5-2.5hr,A10,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,mCh+,BL1-A,YL2-A,184,1.840,1.840
Invasion 1.5-2.5hr,A10,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,R2,YL2-A,,149,1.490,1.490
Invasion 1.5-2.5hr,A10,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,R3,BL1-A,,2685,26.850,26.850
Invasion 1.5-2.5hr,A10,R3,BL1-A,YL2-A,2685,26.850,80.849
Invasion 1.5-2.5hr,A10,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,GFP+,BL1-A,YL2-A,3321,33.210,33.210
Invasion 1.5-2.5hr,A10,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,R4,FSC-A,SSC-A,18,0.180,0.180
Invasion 1.5-2.5hr,A10,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A10,R1,FSC-A,FSC-H,5248,52.480,52.480
Invasion 1.5-2.5hr,A10,LG1,,,184,1.840,1.840
Invasion 1.5-2.5hr,A11,GFP+,BL1-A,,2766,27.660,62.664
Invasion 1.5-2.5hr,A11,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,R1,BL1-A,,4414,44.140,44.140
Invasion 1.5-2.5hr,A11,mCh+,YL2-A,,186,1.860,4.214
Invasion 1.5-2.5hr,A11,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,R1,YL2-A,,4414,44.140,44.140
Invasion 1.5-2.5hr,A11,R1,FSC-H,SSC-H,4414,44.140,44.140
Invasion 1.5-2.5hr,A11,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,mCherry-/GFP+,YL2-A,BL1-A,2776,27.760,62.891
Invasion 1.5-2.5hr,A11,mCherry+/GFP+,YL2-A,BL1-A,40,0.400,0.906
Invasion 1.5-2.5hr,A11,mCherry-/GFP-,YL2-A,BL1-A,991,9.910,22.451
Invasion 1.5-2.5hr,A11,mCherry+/GFP-,YL2-A,BL1-A,607,6.070,13.752
Invasion 1.5-2.5hr,A11,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,R1,YL2-A,BL1-A,4414,44.140,44.140
Invasion 1.5-2.5hr,A11,R2,BL1-A,YL2-A,159,1.590,85.484
Invasion 1.5-2.5hr,A11,R4,BL1-A,YL2-A,13,0.130,6.989
Invasion 1.5-2.5hr,A11,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,mCh+,BL1-A,YL2-A,186,1.860,1.860
Invasion 1.5-2.5hr,A11,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,R2,YL2-A,,159,1.590,1.590
Invasion 1.5-2.5hr,A11,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,R3,BL1-A,,2366,23.660,23.660
Invasion 1.5-2.5hr,A11,R3,BL1-A,YL2-A,2366,23.660,85.539
Invasion 1.5-2.5hr,A11,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,GFP+,BL1-A,YL2-A,2766,27.660,27.660
Invasion 1.5-2.5hr,A11,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,R4,FSC-A,SSC-A,13,0.130,0.130
Invasion 1.5-2.5hr,A11,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A11,R1,FSC-A,FSC-H,4414,44.140,44.140
Invasion 1.5-2.5hr,A11,LG1,,,186,1.860,1.860
Invasion 1.5-2.5hr,A12,GFP+,BL1-A,,1481,14.810,23.141
Invasion 1.5-2.5hr,A12,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,R1,BL1-A,,6400,64.000,64.000
Invasion 1.5-2.5hr,A12,mCh+,YL2-A,,1382,13.820,21.594
Invasion 1.5-2.5hr,A12,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,R1,YL2-A,,6400,64.000,64.000
Invasion 1.5-2.5hr,A12,R1,FSC-H,SSC-H,6400,64.000,64.000
Invasion 1.5-2.5hr,A12,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,mCherry-/GFP+,YL2-A,BL1-A,1377,13.770,21.516
Invasion 1.5-2.5hr,A12,mCherry+/GFP+,YL2-A,BL1-A,175,1.750,2.734
Invasion 1.5-2.5hr,A12,mCherry-/GFP-,YL2-A,BL1-A,742,7.420,11.594
Invasion 1.5-2.5hr,A12,mCherry+/GFP-,YL2-A,BL1-A,4106,41.060,64.156
Invasion 1.5-2.5hr,A12,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,R1,YL2-A,BL1-A,6400,64.000,64.000
Invasion 1.5-2.5hr,A12,R2,BL1-A,YL2-A,1233,12.330,89.219
Invasion 1.5-2.5hr,A12,R4,BL1-A,YL2-A,64,0.640,4.631
Invasion 1.5-2.5hr,A12,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,mCh+,BL1-A,YL2-A,1382,13.820,13.820
Invasion 1.5-2.5hr,A12,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,R2,YL2-A,,1233,12.330,12.330
Invasion 1.5-2.5hr,A12,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,R3,BL1-A,,1129,11.290,11.290
Invasion 1.5-2.5hr,A12,R3,BL1-A,YL2-A,1129,11.290,76.232
Invasion 1.5-2.5hr,A12,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,GFP+,BL1-A,YL2-A,1481,14.810,14.810
Invasion 1.5-2.5hr,A12,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,R4,FSC-A,SSC-A,64,0.640,0.640
Invasion 1.5-2.5hr,A12,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,A12,R1,FSC-A,FSC-H,6400,64.000,64.000
Invasion 1.5-2.5hr,A12,LG1,,,1382,13.820,13.820
Invasion 1.5-2.5hr,B2,GFP+,BL1-A,,1743,17.430,48.471
Invasion 1.5-2.5hr,B2,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,R1,BL1-A,,3596,35.960,35.960
Invasion 1.5-2.5hr,B2,mCh+,YL2-A,,525,5.250,14.600
Invasion 1.5-2.5hr,B2,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,R1,YL2-A,,3596,35.960,35.960
Invasion 1.5-2.5hr,B2,R1,FSC-H,SSC-H,3596,35.960,35.960
Invasion 1.5-2.5hr,B2,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,mCherry-/GFP+,YL2-A,BL1-A,1757,17.570,48.860
Invasion 1.5-2.5hr,B2,mCherry+/GFP+,YL2-A,BL1-A,71,0.710,1.974
Invasion 1.5-2.5hr,B2,mCherry-/GFP-,YL2-A,BL1-A,755,7.550,20.996
Invasion 1.5-2.5hr,B2,mCherry+/GFP-,YL2-A,BL1-A,1013,10.130,28.170
Invasion 1.5-2.5hr,B2,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,R1,YL2-A,BL1-A,3596,35.960,35.960
Invasion 1.5-2.5hr,B2,R2,BL1-A,YL2-A,461,4.610,87.810
Invasion 1.5-2.5hr,B2,R4,BL1-A,YL2-A,40,0.400,7.619
Invasion 1.5-2.5hr,B2,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,mCh+,BL1-A,YL2-A,525,5.250,5.250
Invasion 1.5-2.5hr,B2,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,R2,YL2-A,,461,4.610,4.610
Invasion 1.5-2.5hr,B2,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,R3,BL1-A,,1357,13.570,13.570
Invasion 1.5-2.5hr,B2,R3,BL1-A,YL2-A,1357,13.570,77.854
Invasion 1.5-2.5hr,B2,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,GFP+,BL1-A,YL2-A,1743,17.430,17.430
Invasion 1.5-2.5hr,B2,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,R4,FSC-A,SSC-A,40,0.400,0.400
Invasion 1.5-2.5hr,B2,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B2,R1,FSC-A,FSC-H,3596,35.960,35.960
Invasion 1.5-2.5hr,B2,LG1,,,525,5.250,5.250
Invasion 1.5-2.5hr,B3,GFP+,BL1-A,,12,0.120,24.490
Invasion 1.5-2.5hr,B3,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,R1,BL1-A,,49,0.490,0.490
Invasion 1.5-2.5hr,B3,mCh+,YL2-A,,3,0.030,6.122
Invasion 1.5-2.5hr,B3,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,R1,YL2-A,,49,0.490,0.490
Invasion 1.5-2.5hr,B3,R1,FSC-H,SSC-H,49,0.490,0.490
Invasion 1.5-2.5hr,B3,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,mCherry-/GFP+,YL2-A,BL1-A,12,0.120,24.490
Invasion 1.5-2.5hr,B3,mCherry+/GFP+,YL2-A,BL1-A,1,0.010,2.041
Invasion 1.5-2.5hr,B3,mCherry-/GFP-,YL2-A,BL1-A,28,0.280,57.143
Invasion 1.5-2.5hr,B3,mCherry+/GFP-,YL2-A,BL1-A,8,0.080,16.327
Invasion 1.5-2.5hr,B3,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,R1,YL2-A,BL1-A,49,0.490,0.490
Invasion 1.5-2.5hr,B3,R2,BL1-A,YL2-A,3,0.030,100.000
Invasion 1.5-2.5hr,B3,R4,BL1-A,YL2-A,0,0.000,0.000
Invasion 1.5-2.5hr,B3,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,mCh+,BL1-A,YL2-A,3,0.030,0.030
Invasion 1.5-2.5hr,B3,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,R2,YL2-A,,3,0.030,0.030
Invasion 1.5-2.5hr,B3,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,R3,BL1-A,,7,0.070,0.070
Invasion 1.5-2.5hr,B3,R3,BL1-A,YL2-A,7,0.070,58.333
Invasion 1.5-2.5hr,B3,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,GFP+,BL1-A,YL2-A,12,0.120,0.120
Invasion 1.5-2.5hr,B3,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,R4,FSC-A,SSC-A,0,0.000,0.000
Invasion 1.5-2.5hr,B3,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B3,R1,FSC-A,FSC-H,49,0.490,0.490
Invasion 1.5-2.5hr,B3,LG1,,,3,0.030,0.030
Invasion 1.5-2.5hr,B4,GFP+,BL1-A,,21,0.210,20.192
Invasion 1.5-2.5hr,B4,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,R1,BL1-A,,104,1.040,1.040
Invasion 1.5-2.5hr,B4,mCh+,YL2-A,,21,0.210,20.192
Invasion 1.5-2.5hr,B4,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,R1,YL2-A,,104,1.040,1.040
Invasion 1.5-2.5hr,B4,R1,FSC-H,SSC-H,104,1.040,1.040
Invasion 1.5-2.5hr,B4,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,mCherry-/GFP+,YL2-A,BL1-A,23,0.230,22.115
Invasion 1.5-2.5hr,B4,mCherry+/GFP+,YL2-A,BL1-A,1,0.010,0.962
Invasion 1.5-2.5hr,B4,mCherry-/GFP-,YL2-A,BL1-A,25,0.250,24.038
Invasion 1.5-2.5hr,B4,mCherry+/GFP-,YL2-A,BL1-A,55,0.550,52.885
Invasion 1.5-2.5hr,B4,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,R1,YL2-A,BL1-A,104,1.040,1.040
Invasion 1.5-2.5hr,B4,R2,BL1-A,YL2-A,19,0.190,90.476
Invasion 1.5-2.5hr,B4,R4,BL1-A,YL2-A,0,0.000,0.000
Invasion 1.5-2.5hr,B4,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,mCh+,BL1-A,YL2-A,21,0.210,0.210
Invasion 1.5-2.5hr,B4,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,R2,YL2-A,,19,0.190,0.190
Invasion 1.5-2.5hr,B4,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,R3,BL1-A,,20,0.200,0.200
Invasion 1.5-2.5hr,B4,R3,BL1-A,YL2-A,20,0.200,95.238
Invasion 1.5-2.5hr,B4,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,GFP+,BL1-A,YL2-A,21,0.210,0.210
Invasion 1.5-2.5hr,B4,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,R4,FSC-A,SSC-A,0,0.000,0.000
Invasion 1.5-2.5hr,B4,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B4,R1,FSC-A,FSC-H,104,1.040,1.040
Invasion 1.5-2.5hr,B4,LG1,,,21,0.210,0.210
Invasion 1.5-2.5hr,B5,GFP+,BL1-A,,4583,45.830,66.037
Invasion 1.5-2.5hr,B5,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,R1,BL1-A,,6940,69.400,69.400
Invasion 1.5-2.5hr,B5,mCh+,YL2-A,,177,1.770,2.550
Invasion 1.5-2.5hr,B5,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,R1,YL2-A,,6940,69.400,69.400
Invasion 1.5-2.5hr,B5,R1,FSC-H,SSC-H,6940,69.400,69.400
Invasion 1.5-2.5hr,B5,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,mCherry-/GFP+,YL2-A,BL1-A,4638,46.380,66.830
Invasion 1.5-2.5hr,B5,mCherry+/GFP+,YL2-A,BL1-A,109,1.090,1.571
Invasion 1.5-2.5hr,B5,mCherry-/GFP-,YL2-A,BL1-A,1622,16.220,23.372
Invasion 1.5-2.5hr,B5,mCherry+/GFP-,YL2-A,BL1-A,571,5.710,8.228
Invasion 1.5-2.5hr,B5,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,R1,YL2-A,BL1-A,6940,69.400,69.400
Invasion 1.5-2.5hr,B5,R2,BL1-A,YL2-A,105,1.050,59.322
Invasion 1.5-2.5hr,B5,R4,BL1-A,YL2-A,32,0.320,18.079
Invasion 1.5-2.5hr,B5,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,mCh+,BL1-A,YL2-A,177,1.770,1.770
Invasion 1.5-2.5hr,B5,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,R2,YL2-A,,105,1.050,1.050
Invasion 1.5-2.5hr,B5,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,R3,BL1-A,,3720,37.200,37.200
Invasion 1.5-2.5hr,B5,R3,BL1-A,YL2-A,3720,37.200,81.170
Invasion 1.5-2.5hr,B5,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,GFP+,BL1-A,YL2-A,4583,45.830,45.830
Invasion 1.5-2.5hr,B5,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,R4,FSC-A,SSC-A,32,0.320,0.320
Invasion 1.5-2.5hr,B5,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B5,R1,FSC-A,FSC-H,6940,69.400,69.400
Invasion 1.5-2.5hr,B5,LG1,,,177,1.770,1.770
Invasion 1.5-2.5hr,B6,GFP+,BL1-A,,3141,31.410,58.156
Invasion 1.5-2.5hr,B6,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,R1,BL1-A,,5401,54.010,54.010
Invasion 1.5-2.5hr,B6,mCh+,YL2-A,,326,3.260,6.036
Invasion 1.5-2.5hr,B6,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,R1,YL2-A,,5401,54.010,54.010
Invasion 1.5-2.5hr,B6,R1,FSC-H,SSC-H,5401,54.010,54.010
Invasion 1.5-2.5hr,B6,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,mCherry-/GFP+,YL2-A,BL1-A,3185,31.850,58.971
Invasion 1.5-2.5hr,B6,mCherry+/GFP+,YL2-A,BL1-A,84,0.840,1.555
Invasion 1.5-2.5hr,B6,mCherry-/GFP-,YL2-A,BL1-A,1290,12.900,23.884
Invasion 1.5-2.5hr,B6,mCherry+/GFP-,YL2-A,BL1-A,842,8.420,15.590
Invasion 1.5-2.5hr,B6,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,R1,YL2-A,BL1-A,5401,54.010,54.010
Invasion 1.5-2.5hr,B6,R2,BL1-A,YL2-A,242,2.420,74.233
Invasion 1.5-2.5hr,B6,R4,BL1-A,YL2-A,51,0.510,15.644
Invasion 1.5-2.5hr,B6,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,mCh+,BL1-A,YL2-A,326,3.260,3.260
Invasion 1.5-2.5hr,B6,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,R2,YL2-A,,242,2.420,2.420
Invasion 1.5-2.5hr,B6,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,R3,BL1-A,,2476,24.760,24.760
Invasion 1.5-2.5hr,B6,R3,BL1-A,YL2-A,2476,24.760,78.828
Invasion 1.5-2.5hr,B6,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,GFP+,BL1-A,YL2-A,3141,31.410,31.410
Invasion 1.5-2.5hr,B6,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,R4,FSC-A,SSC-A,51,0.510,0.510
Invasion 1.5-2.5hr,B6,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B6,R1,FSC-A,FSC-H,5401,54.010,54.010
Invasion 1.5-2.5hr,B6,LG1,,,326,3.260,3.260
Invasion 1.5-2.5hr,B7,GFP+,BL1-A,,4959,49.590,65.156
Invasion 1.5-2.5hr,B7,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,R1,BL1-A,,7611,76.110,76.110
Invasion 1.5-2.5hr,B7,mCh+,YL2-A,,264,2.640,3.469
Invasion 1.5-2.5hr,B7,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,R1,YL2-A,,7611,76.110,76.110
Invasion 1.5-2.5hr,B7,R1,FSC-H,SSC-H,7611,76.110,76.110
Invasion 1.5-2.5hr,B7,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,mCherry-/GFP+,YL2-A,BL1-A,4869,48.690,63.973
Invasion 1.5-2.5hr,B7,mCherry+/GFP+,YL2-A,BL1-A,197,1.970,2.588
Invasion 1.5-2.5hr,B7,mCherry-/GFP-,YL2-A,BL1-A,1582,15.820,20.786
Invasion 1.5-2.5hr,B7,mCherry+/GFP-,YL2-A,BL1-A,963,9.630,12.653
Invasion 1.5-2.5hr,B7,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,R1,YL2-A,BL1-A,7611,76.110,76.110
Invasion 1.5-2.5hr,B7,R2,BL1-A,YL2-A,94,0.940,35.606
Invasion 1.5-2.5hr,B7,R4,BL1-A,YL2-A,73,0.730,27.652
Invasion 1.5-2.5hr,B7,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,mCh+,BL1-A,YL2-A,264,2.640,2.640
Invasion 1.5-2.5hr,B7,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,R2,YL2-A,,94,0.940,0.940
Invasion 1.5-2.5hr,B7,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,R3,BL1-A,,3986,39.860,39.860
Invasion 1.5-2.5hr,B7,R3,BL1-A,YL2-A,3986,39.860,80.379
