Plate,Sample,Gate,X Parameter,Y Parameter,Count,%Total,%Gated
Invasion 1.5-2.5hr,B7,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,GFP+,BL1-A,YL2-A,4959,49.590,49.590
Invasion 1.5-2.5hr,B7,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,R4,FSC-A,SSC-A,73,0.730,0.730
Invasion 1.5-2.5hr,B7,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B7,R1,FSC-A,FSC-H,7611,76.110,76.110
Invasion 1.5-2.5hr,B7,LG1,,,264,2.640,2.640
Invasion 1.5-2.5hr,B8,GFP+,BL1-A,,817,8.170,19.976
Invasion 1.5-2.5hr,B8,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,R1,BL1-A,,4090,40.900,40.900
Invasion 1.5-2.5hr,B8,mCh+,YL2-A,,876,8.760,21.418
Invasion 1.5-2.5hr,B8,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,R1,YL2-A,,4090,40.900,40.900
Invasion 1.5-2.5hr,B8,R1,FSC-H,SSC-H,4090,40.900,40.900
Invasion 1.5-2.5hr,B8,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,mCherry-/GFP+,YL2-A,BL1-A,773,7.730,18.900
Invasion 1.5-2.5hr,B8,mCherry+/GFP+,YL2-A,BL1-A,61,0.610,1.491
Invasion 1.5-2.5hr,B8,mCherry-/GFP-,YL2-A,BL1-A,404,4.040,9.878
Invasion 1.5-2.5hr,B8,mCherry+/GFP-,YL2-A,BL1-A,2852,28.520,69.731
Invasion 1.5-2.5hr,B8,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,R1,YL2-A,BL1-A,4090,40.900,40.900
Invasion 1.5-2.5hr,B8,R2,BL1-A,YL2-A,809,8.090,92.352
Invasion 1.5-2.5hr,B8,R4,BL1-A,YL2-A,29,0.290,3.311
Invasion 1.5-2.5hr,B8,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,mCh+,BL1-A,YL2-A,876,8.760,8.760
Invasion 1.5-2.5hr,B8,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,R2,YL2-A,,809,8.090,8.090
Invasion 1.5-2.5hr,B8,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,R3,BL1-A,,625,6.250,6.250
Invasion 1.5-2.5hr,B8,R3,BL1-A,YL2-A,625,6.250,76.499
Invasion 1.5-2.5hr,B8,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,GFP+,BL1-A,YL2-A,817,8.170,8.170
Invasion 1.5-2.5hr,B8,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,R4,FSC-A,SSC-A,29,0.290,0.290
Invasion 1.5-2.5hr,B8,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B8,R1,FSC-A,FSC-H,4090,40.900,40.900
Invasion 1.5-2.5hr,B8,LG1,,,876,8.760,8.760
Invasion 1.5-2.5hr,B9,GFP+,BL1-A,,3158,31.580,66.949
Invasion 1.5-2.5hr,B9,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,R1,BL1-A,,4717,47.170,47.170
Invasion 1.5-2.5hr,B9,mCh+,YL2-A,,100,1.000,2.120
Invasion 1.5-2.5hr,B9,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,R1,YL2-A,,4717,47.170,47.170
Invasion 1.5-2.5hr,B9,R1,FSC-H,SSC-H,4717,47.170,47.170
Invasion 1.5-2.5hr,B9,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,mCherry-/GFP+,YL2-A,BL1-A,3227,32.270,68.412
Invasion 1.5-2.5hr,B9,mCherry+/GFP+,YL2-A,BL1-A,32,0.320,0.678
Invasion 1.5-2.5hr,B9,mCherry-/GFP-,YL2-A,BL1-A,1106,11.060,23.447
Invasion 1.5-2.5hr,B9,mCherry+/GFP-,YL2-A,BL1-A,352,3.520,7.462
Invasion 1.5-2.5hr,B9,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,R1,YL2-A,BL1-A,4717,47.170,47.170
Invasion 1.5-2.5hr,B9,R2,BL1-A,YL2-A,80,0.800,80.000
Invasion 1.5-2.5hr,B9,R4,BL1-A,YL2-A,6,0.060,6.000
Invasion 1.5-2.5hr,B9,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,mCh+,BL1-A,YL2-A,100,1.000,1.000
Invasion 1.5-2.5hr,B9,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,R2,YL2-A,,80,0.800,0.800
Invasion 1.5-2.5hr,B9,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,R3,BL1-A,,2630,26.300,26.300
Invasion 1.5-2.5hr,B9,R3,BL1-A,YL2-A,2630,26.300,83.281
Invasion 1.5-2.5hr,B9,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,GFP+,BL1-A,YL2-A,3158,31.580,31.580
Invasion 1.5-2.5hr,B9,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,R4,FSC-A,SSC-A,6,0.060,0.060
Invasion 1.5-2.5hr,B9,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B9,R1,FSC-A,FSC-H,4717,47.170,47.170
Invasion 1.5-2.5hr,B9,LG1,,,100,1.000,1.000
Invasion 1.5-2.5hr,B10,GFP+,BL1-A,,4707,47.070,64.612
Invasion 1.5-2.5hr,B10,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,R1,BL1-A,,7285,72.850,72.850
Invasion 1.5-2.5hr,B10,mCh+,YL2-A,,279,2.790,3.830
Invasion 1.5-2.5hr,B10,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,R1,YL2-A,,7285,72.850,72.850
Invasion 1.5-2.5hr,B10,R1,FSC-H,SSC-H,7285,72.850,72.850
Invasion 1.5-2.5hr,B10,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,mCherry-/GFP+,YL2-A,BL1-A,4692,46.920,64.406
Invasion 1.5-2.5hr,B10,mCherry+/GFP+,YL2-A,BL1-A,166,1.660,2.279
Invasion 1.5-2.5hr,B10,mCherry-/GFP-,YL2-A,BL1-A,1720,17.200,23.610
Invasion 1.5-2.5hr,B10,mCherry+/GFP-,YL2-A,BL1-A,707,7.070,9.705
Invasion 1.5-2.5hr,B10,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,R1,YL2-A,BL1-A,7285,72.850,72.850
Invasion 1.5-2.5hr,B10,R2,BL1-A,YL2-A,142,1.420,50.896
Invasion 1.5-2.5hr,B10,R4,BL1-A,YL2-A,55,0.550,19.713
Invasion 1.5-2.5hr,B10,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,mCh+,BL1-A,YL2-A,279,2.790,2.790
Invasion 1.5-2.5hr,B10,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,R2,YL2-A,,142,1.420,1.420
Invasion 1.5-2.5hr,B10,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,R3,BL1-A,,3734,37.340,37.340
Invasion 1.5-2.5hr,B10,R3,BL1-A,YL2-A,3734,37.340,79.329
Invasion 1.5-2.5hr,B10,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,GFP+,BL1-A,YL2-A,4707,47.070,47.070
Invasion 1.5-2.5hr,B10,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,R4,FSC-A,SSC-A,55,0.550,0.550
Invasion 1.5-2.5hr,B10,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B10,R1,FSC-A,FSC-H,7285,72.850,72.850
Invasion 1.5-2.5hr,B10,LG1,,,279,2.790,2.790
Invasion 1.5-2.5hr,B11,GFP+,BL1-A,,4764,47.640,65.665
Invasion 1.5-2.5hr,B11,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,R1,BL1-A,,7255,72.550,72.550
Invasion 1.5-2.5hr,B11,mCh+,YL2-A,,217,2.170,2.991
Invasion 1.5-2.5hr,B11,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,R1,YL2-A,,7255,72.550,72.550
Invasion 1.5-2.5hr,B11,R1,FSC-H,SSC-H,7255,72.550,72.550
Invasion 1.5-2.5hr,B11,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,mCherry-/GFP+,YL2-A,BL1-A,4694,46.940,64.700
Invasion 1.5-2.5hr,B11,mCherry+/GFP+,YL2-A,BL1-A,150,1.500,2.068
Invasion 1.5-2.5hr,B11,mCherry-/GFP-,YL2-A,BL1-A,1603,16.030,22.095
Invasion 1.5-2.5hr,B11,mCherry+/GFP-,YL2-A,BL1-A,808,8.080,11.137
Invasion 1.5-2.5hr,B11,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,R1,YL2-A,BL1-A,7255,72.550,72.550
Invasion 1.5-2.5hr,B11,R2,BL1-A,YL2-A,116,1.160,53.456
Invasion 1.5-2.5hr,B11,R4,BL1-A,YL2-A,44,0.440,20.276
Invasion 1.5-2.5hr,B11,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,mCh+,BL1-A,YL2-A,217,2.170,2.170
Invasion 1.5-2.5hr,B11,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,R2,YL2-A,,116,1.160,1.160
Invasion 1.5-2.5hr,B11,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,R3,BL1-A,,3986,39.860,39.860
Invasion 1.5-2.5hr,B11,R3,BL1-A,YL2-A,3986,39.860,83.669
Invasion 1.5-2.5hr,B11,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,GFP+,BL1-A,YL2-A,4764,47.640,47.640
Invasion 1.5-2.5hr,B11,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,R4,FSC-A,SSC-A,44,0.440,0.440
Invasion 1.5-2.5hr,B11,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B11,R1,FSC-A,FSC-H,7255,72.550,72.550
Invasion 1.5-2.5hr,B11,LG1,,,217,2.170,2.170
Invasion 1.5-2.5hr,B12,GFP+,BL1-A,,1398,13.980,23.425
Invasion 1.5-2.5hr,B12,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,R1,BL1-A,,5968,59.680,59.680
Invasion 1.5-2.5hr,B12,mCh+,YL2-A,,1096,10.960,18.365
Invasion 1.5-2.5hr,B12,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,R1,YL2-A,,5968,59.680,59.680
Invasion 1.5-2.5hr,B12,R1,FSC-H,SSC-H,5968,59.680,59.680
Invasion 1.5-2.5hr,B12,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,mCherry-/GFP+,YL2-A,BL1-A,1296,12.960,21.716
Invasion 1.5-2.5hr,B12,mCherry+/GFP+,YL2-A,BL1-A,137,1.370,2.296
Invasion 1.5-2.5hr,B12,mCherry-/GFP-,YL2-A,BL1-A,714,7.140,11.964
Invasion 1.5-2.5hr,B12,mCherry+/GFP-,YL2-A,BL1-A,3821,38.210,64.025
Invasion 1.5-2.5hr,B12,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,R1,YL2-A,BL1-A,5968,59.680,59.680
Invasion 1.5-2.5hr,B12,R2,BL1-A,YL2-A,981,9.810,89.507
Invasion 1.5-2.5hr,B12,R4,BL1-A,YL2-A,55,0.550,5.018
Invasion 1.5-2.5hr,B12,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,mCh+,BL1-A,YL2-A,1096,10.960,10.960
Invasion 1.5-2.5hr,B12,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,R2,YL2-A,,981,9.810,9.810
Invasion 1.5-2.5hr,B12,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,R3,BL1-A,,1083,10.830,10.830
Invasion 1.5-2.5hr,B12,R3,BL1-A,YL2-A,1083,10.830,77.468
Invasion 1.5-2.5hr,B12,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,GFP+,BL1-A,YL2-A,1398,13.980,13.980
Invasion 1.5-2.5hr,B12,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,R4,FSC-A,SSC-A,55,0.550,0.550
Invasion 1.5-2.5hr,B12,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,B12,R1,FSC-A,FSC-H,5968,59.680,59.680
Invasion 1.5-2.5hr,B12,LG1,,,1096,10.960,10.960
Invasion 1.5-2.5hr,C2,GFP+,BL1-A,,2073,20.730,54.885
Invasion 1.5-2.5hr,C2,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,R1,BL1-A,,3777,37.770,37.770
Invasion 1.5-2.5hr,C2,mCh+,YL2-A,,638,6.380,16.892
Invasion 1.5-2.5hr,C2,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,R1,YL2-A,,3777,37.770,37.770
Invasion 1.5-2.5hr,C2,R1,FSC-H,SSC-H,3777,37.770,37.770
Invasion 1.5-2.5hr,C2,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,mCherry-/GFP+,YL2-A,BL1-A,2054,20.540,54.382
Invasion 1.5-2.5hr,C2,mCherry+/GFP+,YL2-A,BL1-A,107,1.070,2.833
Invasion 1.5-2.5hr,C2,mCherry-/GFP-,YL2-A,BL1-A,407,4.070,10.776
Invasion 1.5-2.5hr,C2,mCherry+/GFP-,YL2-A,BL1-A,1209,12.090,32.010
Invasion 1.5-2.5hr,C2,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,R1,YL2-A,BL1-A,3777,37.770,37.770
Invasion 1.5-2.5hr,C2,R2,BL1-A,YL2-A,529,5.290,82.915
Invasion 1.5-2.5hr,C2,R4,BL1-A,YL2-A,63,0.630,9.875
Invasion 1.5-2.5hr,C2,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,mCh+,BL1-A,YL2-A,638,6.380,6.380
Invasion 1.5-2.5hr,C2,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,R2,YL2-A,,529,5.290,5.290
Invasion 1.5-2.5hr,C2,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,R3,BL1-A,,1634,16.340,16.340
Invasion 1.5-2.5hr,C2,R3,BL1-A,YL2-A,1634,16.340,78.823
Invasion 1.5-2.5hr,C2,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,GFP+,BL1-A,YL2-A,2073,20.730,20.730
Invasion 1.5-2.5hr,C2,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,R4,FSC-A,SSC-A,63,0.630,0.630
Invasion 1.5-2.5hr,C2,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C2,R1,FSC-A,FSC-H,3777,37.770,37.770
Invasion 1.5-2.5hr,C2,LG1,,,638,6.380,6.380
Invasion 1.5-2.5hr,C3,GFP+,BL1-A,,3682,36.820,57.802
Invasion 1.5-2.5hr,C3,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,R1,BL1-A,,6370,63.700,63.700
Invasion 1.5-2.5hr,C3,mCh+,YL2-A,,998,9.980,15.667
Invasion 1.5-2.5hr,C3,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,R1,YL2-A,,6370,63.700,63.700
Invasion 1.5-2.5hr,C3,R1,FSC-H,SSC-H,6370,63.700,63.700
Invasion 1.5-2.5hr,C3,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,mCherry-/GFP+,YL2-A,BL1-A,3498,34.980,54.914
Invasion 1.5-2.5hr,C3,mCherry+/GFP+,YL2-A,BL1-A,267,2.670,4.192
Invasion 1.5-2.5hr,C3,mCherry-/GFP-,YL2-A,BL1-A,550,5.500,8.634
Invasion 1.5-2.5hr,C3,mCherry+/GFP-,YL2-A,BL1-A,2055,20.550,32.261
Invasion 1.5-2.5hr,C3,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,R1,YL2-A,BL1-A,6370,63.700,63.700
Invasion 1.5-2.5hr,C3,R2,BL1-A,YL2-A,725,7.250,72.645
Invasion 1.5-2.5hr,C3,R4,BL1-A,YL2-A,146,1.460,14.629
Invasion 1.5-2.5hr,C3,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,mCh+,BL1-A,YL2-A,998,9.980,9.980
Invasion 1.5-2.5hr,C3,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,R2,YL2-A,,725,7.250,7.250
Invasion 1.5-2.5hr,C3,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,R3,BL1-A,,2925,29.250,29.250
Invasion 1.5-2.5hr,C3,R3,BL1-A,YL2-A,2925,29.250,79.441
Invasion 1.5-2.5hr,C3,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,GFP+,BL1-A,YL2-A,3682,36.820,36.820
Invasion 1.5-2.5hr,C3,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,R4,FSC-A,SSC-A,146,1.460,1.460
Invasion 1.5-2.5hr,C3,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C3,R1,FSC-A,FSC-H,6370,63.700,63.700
Invasion 1.5-2.5hr,C3,LG1,,,998,9.980,9.980
Invasion 1.5-2.5hr,C4,GFP+,BL1-A,,640,6.400,12.289
Invasion 1.5-2.5hr,C4,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,R1,BL1-A,,5208,52.080,52.080
Invasion 1.5-2.5hr,C4,mCh+,YL2-A,,1690,16.900,32.450
Invasion 1.5-2.5hr,C4,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,R1,YL2-A,,5208,52.080,52.080
Invasion 1.5-2.5hr,C4,R1,FSC-H,SSC-H,5208,52.080,52.080
Invasion 1.5-2.5hr,C4,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,mCherry-/GFP+,YL2-A,BL1-A,571,5.710,10.964
Invasion 1.5-2.5hr,C4,mCherry+/GFP+,YL2-A,BL1-A,90,0.900,1.728
Invasion 1.5-2.5hr,C4,mCherry-/GFP-,YL2-A,BL1-A,224,2.240,4.301
Invasion 1.5-2.5hr,C4,mCherry+/GFP-,YL2-A,BL1-A,4323,43.230,83.007
Invasion 1.5-2.5hr,C4,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,R1,YL2-A,BL1-A,5208,52.080,52.080
Invasion 1.5-2.5hr,C4,R2,BL1-A,YL2-A,1574,15.740,93.136
Invasion 1.5-2.5hr,C4,R4,BL1-A,YL2-A,52,0.520,3.077
Invasion 1.5-2.5hr,C4,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,mCh+,BL1-A,YL2-A,1690,16.900,16.900
Invasion 1.5-2.5hr,C4,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,R2,YL2-A,,1574,15.740,15.740
Invasion 1.5-2.5hr,C4,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,R3,BL1-A,,475,4.750,4.750
Invasion 1.5-2.5hr,C4,R3,BL1-A,YL2-A,475,4.750,74.219
Invasion 1.5-2.5hr,C4,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,GFP+,BL1-A,YL2-A,640,6.400,6.400
Invasion 1.5-2.5hr,C4,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,R4,FSC-A,SSC-A,52,0.520,0.520
Invasion 1.5-2.5hr,C4,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C4,R1,FSC-A,FSC-H,5208,52.080,52.080
Invasion 1.5-2.5hr,C4,LG1,,,1690,16.900,16.900
Invasion 1.5-2.5hr,C5,GFP+,BL1-A,,5316,53.160,71.945
Invasion 1.5-2.5hr,C5,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,R1,BL1-A,,7389,73.890,73.890
Invasion 1.5-2.5hr,C5,mCh+,YL2-A,,363,3.630,4.913
Invasion 1.5-2.5hr,C5,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,R1,YL2-A,,7389,73.890,73.890
Invasion 1.5-2.5hr,C5,R1,FSC-H,SSC-H,7389,73.890,73.890
Invasion 1.5-2.5hr,C5,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,mCherry-/GFP+,YL2-A,BL1-A,5358,53.580,72.513
Invasion 1.5-2.5hr,C5,mCherry+/GFP+,YL2-A,BL1-A,256,2.560,3.465
Invasion 1.5-2.5hr,C5,mCherry-/GFP-,YL2-A,BL1-A,903,9.030,12.221
Invasion 1.5-2.5hr,C5,mCherry+/GFP-,YL2-A,BL1-A,872,8.720,11.801
Invasion 1.5-2.5hr,C5,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,R1,YL2-A,BL1-A,7389,73.890,73.890
Invasion 1.5-2.5hr,C5,R2,BL1-A,YL2-A,137,1.370,37.741
Invasion 1.5-2.5hr,C5,R4,BL1-A,YL2-A,94,0.940,25.895
Invasion 1.5-2.5hr,C5,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,mCh+,BL1-A,YL2-A,363,3.630,3.630
Invasion 1.5-2.5hr,C5,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,R2,YL2-A,,137,1.370,1.370
Invasion 1.5-2.5hr,C5,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,R3,BL1-A,,4159,41.590,41.590
Invasion 1.5-2.5hr,C5,R3,BL1-A,YL2-A,4159,41.590,78.236
Invasion 1.5-2.5hr,C5,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,GFP+,BL1-A,YL2-A,5316,53.160,53.160
Invasion 1.5-2.5hr,C5,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,R4,FSC-A,SSC-A,94,0.940,0.940
Invasion 1.5-2.5hr,C5,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C5,R1,FSC-A,FSC-H,7389,73.890,73.890
Invasion 1.5-2.5hr,C5,LG1,,,363,3.630,3.630
Invasion 1.5-2.5hr,C6,GFP+,BL1-A,,3128,31.280,57.862
Invasion 1.5-2.5hr,C6,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,R1,BL1-A,,5406,54.060,54.060
Invasion 1.5-2.5hr,C6,mCh+,YL2-A,,673,6.730,12.449
Invasion 1.5-2.5hr,C6,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,R1,YL2-A,,5406,54.060,54.060
Invasion 1.5-2.5hr,C6,R1,FSC-H,SSC-H,5406,54.060,54.060
Invasion 1.5-2.5hr,C6,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,mCherry-/GFP+,YL2-A,BL1-A,3092,30.920,57.196
Invasion 1.5-2.5hr,C6,mCherry+/GFP+,YL2-A,BL1-A,213,2.130,3.940
Invasion 1.5-2.5hr,C6,mCherry-/GFP-,YL2-A,BL1-A,654,6.540,12.098
Invasion 1.5-2.5hr,C6,mCherry+/GFP-,YL2-A,BL1-A,1447,14.470,26.767
Invasion 1.5-2.5hr,C6,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,R1,YL2-A,BL1-A,5406,54.060,54.060
Invasion 1.5-2.5hr,C6,R2,BL1-A,YL2-A,494,4.940,73.403
Invasion 1.5-2.5hr,C6,R4,BL1-A,YL2-A,101,1.010,15.007
Invasion 1.5-2.5hr,C6,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,mCh+,BL1-A,YL2-A,673,6.730,6.730
Invasion 1.5-2.5hr,C6,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,R2,YL2-A,,494,4.940,4.940
Invasion 1.5-2.5hr,C6,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,R3,BL1-A,,2407,24.070,24.070
Invasion 1.5-2.5hr,C6,R3,BL1-A,YL2-A,2407,24.070,76.950
Invasion 1.5-2.5hr,C6,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,GFP+,BL1-A,YL2-A,3128,31.280,31.280
Invasion 1.5-2.5hr,C6,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,R4,FSC-A,SSC-A,101,1.010,1.010
Invasion 1.5-2.5hr,C6,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C6,R1,FSC-A,FSC-H,5406,54.060,54.060
Invasion 1.5-2.5hr,C6,LG1,,,673,6.730,6.730
Invasion 1.5-2.5hr,C7,GFP+,BL1-A,,2566,25.660,64.359
Invasion 1.5-2.5hr,C7,All Events,BL1-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C7,R1,BL1-A,,3987,39.870,39.870
Invasion 1.5-2.5hr,C7,mCh+,YL2-A,,235,2.350,5.894
Invasion 1.5-2.5hr,C7,All Events,YL2-A,,10000,100.000,100.000
Invasion 1.5-2.5hr,C7,R1,YL2-A,,3987,39.870,39.870
Invasion 1.5-2.5hr,C7,R1,FSC-H,SSC-H,3987,39.870,39.870
Invasion 1.5-2.5hr,C7,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 1.5-2.5hr,C7,mCherry-/GFP+,YL2-A,BL1-A,2545,25.450,63.832
Invasion 1.5-2.5hr,C7,mCherry+/GFP+,YL2-A,BL1-A,60,0.600,1.505
Invasion 1.5-2.5hr,C7,mCherry-/GFP-,YL2-A,BL1-A,450,4.500,11.287
Invasion 1.5-2.5hr,C7,mCherry+/GFP-,YL2-A,BL1-A,932,9.320,23.376
Invasion 1.5-2.5hr,C7,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 1.5-2.5hr,C7,R1,YL2-A,BL1-A,3987,39.870,39.870
