Plate,Sample,Gate,X Parameter,Y Parameter,Count,%Total,%Gated
Invasion 3-4hrs,C7,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C7,mCh+,BL1-A,YL2-A,690,6.900,6.900
Invasion 3-4hrs,C7,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C7,R2,YL2-A,,509,5.090,5.090
Invasion 3-4hrs,C7,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C7,R3,BL1-A,,2721,27.210,27.210
Invasion 3-4hrs,C7,R3,BL1-A,YL2-A,2721,27.210,81.200
Invasion 3-4hrs,C7,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C7,GFP+,BL1-A,YL2-A,3351,33.510,33.510
Invasion 3-4hrs,C7,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,C7,R4,FSC-A,SSC-A,97,0.970,0.970
Invasion 3-4hrs,C7,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,C7,R1,FSC-A,FSC-H,5680,56.800,56.800
Invasion 3-4hrs,C7,LG1,,,690,6.900,6.900
Invasion 3-4hrs,C8,GFP+,BL1-A,,642,6.420,17.823
Invasion 3-4hrs,C8,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C8,R1,BL1-A,,3602,36.020,36.020
Invasion 3-4hrs,C8,mCh+,YL2-A,,981,9.810,27.235
Invasion 3-4hrs,C8,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C8,R1,YL2-A,,3602,36.020,36.020
Invasion 3-4hrs,C8,R1,FSC-H,SSC-H,3602,36.020,36.020
Invasion 3-4hrs,C8,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,C8,mCherry-/GFP+,YL2-A,BL1-A,606,6.060,16.824
Invasion 3-4hrs,C8,mCherry+/GFP+,YL2-A,BL1-A,48,0.480,1.333
Invasion 3-4hrs,C8,mCherry-/GFP-,YL2-A,BL1-A,139,1.390,3.859
Invasion 3-4hrs,C8,mCherry+/GFP-,YL2-A,BL1-A,2809,28.090,77.984
Invasion 3-4hrs,C8,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,C8,R1,YL2-A,BL1-A,3602,36.020,36.020
Invasion 3-4hrs,C8,R2,BL1-A,YL2-A,909,9.090,92.661
Invasion 3-4hrs,C8,R4,BL1-A,YL2-A,19,0.190,1.937
Invasion 3-4hrs,C8,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C8,mCh+,BL1-A,YL2-A,981,9.810,9.810
Invasion 3-4hrs,C8,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C8,R2,YL2-A,,909,9.090,9.090
Invasion 3-4hrs,C8,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C8,R3,BL1-A,,522,5.220,5.220
Invasion 3-4hrs,C8,R3,BL1-A,YL2-A,522,5.220,81.308
Invasion 3-4hrs,C8,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C8,GFP+,BL1-A,YL2-A,642,6.420,6.420
Invasion 3-4hrs,C8,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,C8,R4,FSC-A,SSC-A,19,0.190,0.190
Invasion 3-4hrs,C8,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,C8,R1,FSC-A,FSC-H,3602,36.020,36.020
Invasion 3-4hrs,C8,LG1,,,981,9.810,9.810
Invasion 3-4hrs,C9,GFP+,BL1-A,,4729,47.290,72.787
Invasion 3-4hrs,C9,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C9,R1,BL1-A,,6497,64.970,64.970
Invasion 3-4hrs,C9,mCh+,YL2-A,,255,2.550,3.925
Invasion 3-4hrs,C9,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C9,R1,YL2-A,,6497,64.970,64.970
Invasion 3-4hrs,C9,R1,FSC-H,SSC-H,6497,64.970,64.970
Invasion 3-4hrs,C9,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,C9,mCherry-/GFP+,YL2-A,BL1-A,4694,46.940,72.249
Invasion 3-4hrs,C9,mCherry+/GFP+,YL2-A,BL1-A,147,1.470,2.263
Invasion 3-4hrs,C9,mCherry-/GFP-,YL2-A,BL1-A,787,7.870,12.113
Invasion 3-4hrs,C9,mCherry+/GFP-,YL2-A,BL1-A,869,8.690,13.375
Invasion 3-4hrs,C9,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,C9,R1,YL2-A,BL1-A,6497,64.970,64.970
Invasion 3-4hrs,C9,R2,BL1-A,YL2-A,150,1.500,58.824
Invasion 3-4hrs,C9,R4,BL1-A,YL2-A,42,0.420,16.471
Invasion 3-4hrs,C9,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C9,mCh+,BL1-A,YL2-A,255,2.550,2.550
Invasion 3-4hrs,C9,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C9,R2,YL2-A,,150,1.500,1.500
Invasion 3-4hrs,C9,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C9,R3,BL1-A,,3915,39.150,39.150
Invasion 3-4hrs,C9,R3,BL1-A,YL2-A,3915,39.150,82.787
Invasion 3-4hrs,C9,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C9,GFP+,BL1-A,YL2-A,4729,47.290,47.290
Invasion 3-4hrs,C9,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,C9,R4,FSC-A,SSC-A,42,0.420,0.420
Invasion 3-4hrs,C9,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,C9,R1,FSC-A,FSC-H,6497,64.970,64.970
Invasion 3-4hrs,C9,LG1,,,255,2.550,2.550
Invasion 3-4hrs,C10,GFP+,BL1-A,,2880,28.800,64.719
Invasion 3-4hrs,C10,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C10,R1,BL1-A,,4450,44.500,44.500
Invasion 3-4hrs,C10,mCh+,YL2-A,,392,3.920,8.809
Invasion 3-4hrs,C10,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C10,R1,YL2-A,,4450,44.500,44.500
Invasion 3-4hrs,C10,R1,FSC-H,SSC-H,4450,44.500,44.500
Invasion 3-4hrs,C10,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,C10,mCherry-/GFP+,YL2-A,BL1-A,2857,28.570,64.202
Invasion 3-4hrs,C10,mCherry+/GFP+,YL2-A,BL1-A,94,0.940,2.112
Invasion 3-4hrs,C10,mCherry-/GFP-,YL2-A,BL1-A,600,6.000,13.483
Invasion 3-4hrs,C10,mCherry+/GFP-,YL2-A,BL1-A,899,8.990,20.202
Invasion 3-4hrs,C10,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,C10,R1,YL2-A,BL1-A,4450,44.500,44.500
Invasion 3-4hrs,C10,R2,BL1-A,YL2-A,320,3.200,81.633
Invasion 3-4hrs,C10,R4,BL1-A,YL2-A,42,0.420,10.714
Invasion 3-4hrs,C10,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C10,mCh+,BL1-A,YL2-A,392,3.920,3.920
Invasion 3-4hrs,C10,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C10,R2,YL2-A,,320,3.200,3.200
Invasion 3-4hrs,C10,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C10,R3,BL1-A,,2373,23.730,23.730
Invasion 3-4hrs,C10,R3,BL1-A,YL2-A,2373,23.730,82.396
Invasion 3-4hrs,C10,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C10,GFP+,BL1-A,YL2-A,2880,28.800,28.800
Invasion 3-4hrs,C10,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,C10,R4,FSC-A,SSC-A,42,0.420,0.420
Invasion 3-4hrs,C10,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,C10,R1,FSC-A,FSC-H,4450,44.500,44.500
Invasion 3-4hrs,C10,LG1,,,392,3.920,3.920
Invasion 3-4hrs,C11,GFP+,BL1-A,,2997,29.970,65.738
Invasion 3-4hrs,C11,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C11,R1,BL1-A,,4559,45.590,45.590
Invasion 3-4hrs,C11,mCh+,YL2-A,,316,3.160,6.931
Invasion 3-4hrs,C11,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C11,R1,YL2-A,,4559,45.590,45.590
Invasion 3-4hrs,C11,R1,FSC-H,SSC-H,4559,45.590,45.590
Invasion 3-4hrs,C11,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,C11,mCherry-/GFP+,YL2-A,BL1-A,2962,29.620,64.970
Invasion 3-4hrs,C11,mCherry+/GFP+,YL2-A,BL1-A,64,0.640,1.404
Invasion 3-4hrs,C11,mCherry-/GFP-,YL2-A,BL1-A,473,4.730,10.375
Invasion 3-4hrs,C11,mCherry+/GFP-,YL2-A,BL1-A,1060,10.600,23.251
Invasion 3-4hrs,C11,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,C11,R1,YL2-A,BL1-A,4559,45.590,45.590
Invasion 3-4hrs,C11,R2,BL1-A,YL2-A,275,2.750,87.025
Invasion 3-4hrs,C11,R4,BL1-A,YL2-A,29,0.290,9.177
Invasion 3-4hrs,C11,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C11,mCh+,BL1-A,YL2-A,316,3.160,3.160
Invasion 3-4hrs,C11,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C11,R2,YL2-A,,275,2.750,2.750
Invasion 3-4hrs,C11,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C11,R3,BL1-A,,2551,25.510,25.510
Invasion 3-4hrs,C11,R3,BL1-A,YL2-A,2551,25.510,85.118
Invasion 3-4hrs,C11,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C11,GFP+,BL1-A,YL2-A,2997,29.970,29.970
Invasion 3-4hrs,C11,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,C11,R4,FSC-A,SSC-A,29,0.290,0.290
Invasion 3-4hrs,C11,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,C11,R1,FSC-A,FSC-H,4559,45.590,45.590
Invasion 3-4hrs,C11,LG1,,,316,3.160,3.160
Invasion 3-4hrs,C12,GFP+,BL1-A,,1450,14.500,20.354
Invasion 3-4hrs,C12,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C12,R1,BL1-A,,7124,71.240,71.240
Invasion 3-4hrs,C12,mCh+,YL2-A,,2063,20.630,28.958
Invasion 3-4hrs,C12,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C12,R1,YL2-A,,7124,71.240,71.240
Invasion 3-4hrs,C12,R1,FSC-H,SSC-H,7124,71.240,71.240
Invasion 3-4hrs,C12,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,C12,mCherry-/GFP+,YL2-A,BL1-A,1222,12.220,17.153
Invasion 3-4hrs,C12,mCherry+/GFP+,YL2-A,BL1-A,267,2.670,3.748
Invasion 3-4hrs,C12,mCherry-/GFP-,YL2-A,BL1-A,320,3.200,4.492
Invasion 3-4hrs,C12,mCherry+/GFP-,YL2-A,BL1-A,5315,53.150,74.607
Invasion 3-4hrs,C12,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,C12,R1,YL2-A,BL1-A,7124,71.240,71.240
Invasion 3-4hrs,C12,R2,BL1-A,YL2-A,1708,17.080,82.792
Invasion 3-4hrs,C12,R4,BL1-A,YL2-A,132,1.320,6.398
Invasion 3-4hrs,C12,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C12,mCh+,BL1-A,YL2-A,2063,20.630,20.630
Invasion 3-4hrs,C12,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,C12,R2,YL2-A,,1708,17.080,17.080
Invasion 3-4hrs,C12,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,C12,R3,BL1-A,,1025,10.250,10.250
Invasion 3-4hrs,C12,R3,BL1-A,YL2-A,1025,10.250,70.690
Invasion 3-4hrs,C12,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,C12,GFP+,BL1-A,YL2-A,1450,14.500,14.500
Invasion 3-4hrs,C12,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,C12,R4,FSC-A,SSC-A,132,1.320,1.320
Invasion 3-4hrs,C12,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,C12,R1,FSC-A,FSC-H,7124,71.240,71.240
Invasion 3-4hrs,C12,LG1,,,2063,20.630,20.630
Invasion 3-4hrs,D2,GFP+,BL1-A,,2126,21.260,43.700
Invasion 3-4hrs,D2,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D2,R1,BL1-A,,4865,48.650,48.650
Invasion 3-4hrs,D2,mCh+,YL2-A,,1377,13.770,28.304
Invasion 3-4hrs,D2,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D2,R1,YL2-A,,4865,48.650,48.650
Invasion 3-4hrs,D2,R1,FSC-H,SSC-H,4865,48.650,48.650
Invasion 3-4hrs,D2,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,D2,mCherry-/GFP+,YL2-A,BL1-A,2033,20.330,41.788
Invasion 3-4hrs,D2,mCherry+/GFP+,YL2-A,BL1-A,286,2.860,5.879
Invasion 3-4hrs,D2,mCherry-/GFP-,YL2-A,BL1-A,409,4.090,8.407
Invasion 3-4hrs,D2,mCherry+/GFP-,YL2-A,BL1-A,2137,21.370,43.926
Invasion 3-4hrs,D2,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,D2,R1,YL2-A,BL1-A,4865,48.650,48.650
Invasion 3-4hrs,D2,R2,BL1-A,YL2-A,1086,10.860,78.867
Invasion 3-4hrs,D2,R4,BL1-A,YL2-A,166,1.660,12.055
Invasion 3-4hrs,D2,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D2,mCh+,BL1-A,YL2-A,1377,13.770,13.770
Invasion 3-4hrs,D2,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D2,R2,YL2-A,,1086,10.860,10.860
Invasion 3-4hrs,D2,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D2,R3,BL1-A,,1478,14.780,14.780
Invasion 3-4hrs,D2,R3,BL1-A,YL2-A,1478,14.780,69.520
Invasion 3-4hrs,D2,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D2,GFP+,BL1-A,YL2-A,2126,21.260,21.260
Invasion 3-4hrs,D2,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,D2,R4,FSC-A,SSC-A,166,1.660,1.660
Invasion 3-4hrs,D2,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,D2,R1,FSC-A,FSC-H,4865,48.650,48.650
Invasion 3-4hrs,D2,LG1,,,1377,13.770,13.770
Invasion 3-4hrs,D3,GFP+,BL1-A,,1227,12.270,56.284
Invasion 3-4hrs,D3,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D3,R1,BL1-A,,2180,21.800,21.800
Invasion 3-4hrs,D3,mCh+,YL2-A,,285,2.850,13.073
Invasion 3-4hrs,D3,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D3,R1,YL2-A,,2180,21.800,21.800
Invasion 3-4hrs,D3,R1,FSC-H,SSC-H,2180,21.800,21.800
Invasion 3-4hrs,D3,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,D3,mCherry-/GFP+,YL2-A,BL1-A,1221,12.210,56.009
Invasion 3-4hrs,D3,mCherry+/GFP+,YL2-A,BL1-A,32,0.320,1.468
Invasion 3-4hrs,D3,mCherry-/GFP-,YL2-A,BL1-A,202,2.020,9.266
Invasion 3-4hrs,D3,mCherry+/GFP-,YL2-A,BL1-A,725,7.250,33.257
Invasion 3-4hrs,D3,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,D3,R1,YL2-A,BL1-A,2180,21.800,21.800
Invasion 3-4hrs,D3,R2,BL1-A,YL2-A,259,2.590,90.877
Invasion 3-4hrs,D3,R4,BL1-A,YL2-A,13,0.130,4.561
Invasion 3-4hrs,D3,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D3,mCh+,BL1-A,YL2-A,285,2.850,2.850
Invasion 3-4hrs,D3,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D3,R2,YL2-A,,259,2.590,2.590
Invasion 3-4hrs,D3,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D3,R3,BL1-A,,1016,10.160,10.160
Invasion 3-4hrs,D3,R3,BL1-A,YL2-A,1016,10.160,82.804
Invasion 3-4hrs,D3,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D3,GFP+,BL1-A,YL2-A,1227,12.270,12.270
Invasion 3-4hrs,D3,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,D3,R4,FSC-A,SSC-A,13,0.130,0.130
Invasion 3-4hrs,D3,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,D3,R1,FSC-A,FSC-H,2180,21.800,21.800
Invasion 3-4hrs,D3,LG1,,,285,2.850,2.850
Invasion 3-4hrs,D4,GFP+,BL1-A,,176,1.760,2.549
Invasion 3-4hrs,D4,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D4,R1,BL1-A,,6904,69.040,69.040
Invasion 3-4hrs,D4,mCh+,YL2-A,,2349,23.490,34.024
Invasion 3-4hrs,D4,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D4,R1,YL2-A,,6904,69.040,69.040
Invasion 3-4hrs,D4,R1,FSC-H,SSC-H,6904,69.040,69.040
Invasion 3-4hrs,D4,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,D4,mCherry-/GFP+,YL2-A,BL1-A,139,1.390,2.013
Invasion 3-4hrs,D4,mCherry+/GFP+,YL2-A,BL1-A,47,0.470,0.681
Invasion 3-4hrs,D4,mCherry-/GFP-,YL2-A,BL1-A,159,1.590,2.303
Invasion 3-4hrs,D4,mCherry+/GFP-,YL2-A,BL1-A,6559,65.590,95.003
Invasion 3-4hrs,D4,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,D4,R1,YL2-A,BL1-A,6904,69.040,69.040
Invasion 3-4hrs,D4,R2,BL1-A,YL2-A,2204,22.040,93.827
Invasion 3-4hrs,D4,R4,BL1-A,YL2-A,23,0.230,0.979
Invasion 3-4hrs,D4,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D4,mCh+,BL1-A,YL2-A,2349,23.490,23.490
Invasion 3-4hrs,D4,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D4,R2,YL2-A,,2204,22.040,22.040
Invasion 3-4hrs,D4,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D4,R3,BL1-A,,100,1.000,1.000
Invasion 3-4hrs,D4,R3,BL1-A,YL2-A,100,1.000,56.818
Invasion 3-4hrs,D4,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D4,GFP+,BL1-A,YL2-A,176,1.760,1.760
Invasion 3-4hrs,D4,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,D4,R4,FSC-A,SSC-A,23,0.230,0.230
Invasion 3-4hrs,D4,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,D4,R1,FSC-A,FSC-H,6904,69.040,69.040
Invasion 3-4hrs,D4,LG1,,,2349,23.490,23.490
Invasion 3-4hrs,D5,GFP+,BL1-A,,3216,32.160,64.682
Invasion 3-4hrs,D5,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D5,R1,BL1-A,,4972,49.720,49.720
Invasion 3-4hrs,D5,mCh+,YL2-A,,195,1.950,3.922
Invasion 3-4hrs,D5,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D5,R1,YL2-A,,4972,49.720,49.720
Invasion 3-4hrs,D5,R1,FSC-H,SSC-H,4972,49.720,49.720
Invasion 3-4hrs,D5,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,D5,mCherry-/GFP+,YL2-A,BL1-A,3241,32.410,65.185
Invasion 3-4hrs,D5,mCherry+/GFP+,YL2-A,BL1-A,90,0.900,1.810
Invasion 3-4hrs,D5,mCherry-/GFP-,YL2-A,BL1-A,704,7.040,14.159
Invasion 3-4hrs,D5,mCherry+/GFP-,YL2-A,BL1-A,937,9.370,18.846
Invasion 3-4hrs,D5,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,D5,R1,YL2-A,BL1-A,4972,49.720,49.720
Invasion 3-4hrs,D5,R2,BL1-A,YL2-A,144,1.440,73.846
Invasion 3-4hrs,D5,R4,BL1-A,YL2-A,22,0.220,11.282
Invasion 3-4hrs,D5,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D5,mCh+,BL1-A,YL2-A,195,1.950,1.950
Invasion 3-4hrs,D5,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D5,R2,YL2-A,,144,1.440,1.440
Invasion 3-4hrs,D5,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D5,R3,BL1-A,,2568,25.680,25.680
Invasion 3-4hrs,D5,R3,BL1-A,YL2-A,2568,25.680,79.851
Invasion 3-4hrs,D5,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D5,GFP+,BL1-A,YL2-A,3216,32.160,32.160
Invasion 3-4hrs,D5,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,D5,R4,FSC-A,SSC-A,22,0.220,0.220
Invasion 3-4hrs,D5,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,D5,R1,FSC-A,FSC-H,4972,49.720,49.720
Invasion 3-4hrs,D5,LG1,,,195,1.950,1.950
Invasion 3-4hrs,D6,GFP+,BL1-A,,2416,24.160,51.459
Invasion 3-4hrs,D6,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D6,R1,BL1-A,,4695,46.950,46.950
Invasion 3-4hrs,D6,mCh+,YL2-A,,935,9.350,19.915
Invasion 3-4hrs,D6,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D6,R1,YL2-A,,4695,46.950,46.950
Invasion 3-4hrs,D6,R1,FSC-H,SSC-H,4695,46.950,46.950
Invasion 3-4hrs,D6,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,D6,mCherry-/GFP+,YL2-A,BL1-A,2395,23.950,51.012
Invasion 3-4hrs,D6,mCherry+/GFP+,YL2-A,BL1-A,208,2.080,4.430
Invasion 3-4hrs,D6,mCherry-/GFP-,YL2-A,BL1-A,486,4.860,10.351
Invasion 3-4hrs,D6,mCherry+/GFP-,YL2-A,BL1-A,1606,16.060,34.207
Invasion 3-4hrs,D6,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,D6,R1,YL2-A,BL1-A,4695,46.950,46.950
Invasion 3-4hrs,D6,R2,BL1-A,YL2-A,749,7.490,80.107
Invasion 3-4hrs,D6,R4,BL1-A,YL2-A,122,1.220,13.048
Invasion 3-4hrs,D6,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D6,mCh+,BL1-A,YL2-A,935,9.350,9.350
Invasion 3-4hrs,D6,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D6,R2,YL2-A,,749,7.490,7.490
Invasion 3-4hrs,D6,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D6,R3,BL1-A,,1808,18.080,18.080
Invasion 3-4hrs,D6,R3,BL1-A,YL2-A,1808,18.080,74.834
Invasion 3-4hrs,D6,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D6,GFP+,BL1-A,YL2-A,2416,24.160,24.160
Invasion 3-4hrs,D6,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,D6,R4,FSC-A,SSC-A,122,1.220,1.220
Invasion 3-4hrs,D6,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,D6,R1,FSC-A,FSC-H,4695,46.950,46.950
Invasion 3-4hrs,D6,LG1,,,935,9.350,9.350
Invasion 3-4hrs,D7,GFP+,BL1-A,,2975,29.750,63.623
Invasion 3-4hrs,D7,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D7,R1,BL1-A,,4676,46.760,46.760
Invasion 3-4hrs,D7,mCh+,YL2-A,,296,2.960,6.330
Invasion 3-4hrs,D7,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D7,R1,YL2-A,,4676,46.760,46.760
Invasion 3-4hrs,D7,R1,FSC-H,SSC-H,4676,46.760,46.760
Invasion 3-4hrs,D7,All Events,FSC-H,SSC-H,10000,100.000,100.000
Invasion 3-4hrs,D7,mCherry-/GFP+,YL2-A,BL1-A,2967,29.670,63.452
Invasion 3-4hrs,D7,mCherry+/GFP+,YL2-A,BL1-A,63,0.630,1.347
Invasion 3-4hrs,D7,mCherry-/GFP-,YL2-A,BL1-A,545,5.450,11.655
Invasion 3-4hrs,D7,mCherry+/GFP-,YL2-A,BL1-A,1101,11.010,23.546
Invasion 3-4hrs,D7,All Events,YL2-A,BL1-A,10000,100.000,100.000
Invasion 3-4hrs,D7,R1,YL2-A,BL1-A,4676,46.760,46.760
Invasion 3-4hrs,D7,R2,BL1-A,YL2-A,241,2.410,81.419
Invasion 3-4hrs,D7,R4,BL1-A,YL2-A,33,0.330,11.149
Invasion 3-4hrs,D7,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D7,mCh+,BL1-A,YL2-A,296,2.960,2.960
Invasion 3-4hrs,D7,All Events,YL2-A,,10000,100.000,100.000
Invasion 3-4hrs,D7,R2,YL2-A,,241,2.410,2.410
Invasion 3-4hrs,D7,All Events,BL1-A,,10000,100.000,100.000
Invasion 3-4hrs,D7,R3,BL1-A,,2478,24.780,24.780
Invasion 3-4hrs,D7,R3,BL1-A,YL2-A,2478,24.780,83.294
Invasion 3-4hrs,D7,All Events,BL1-A,YL2-A,10000,100.000,100.000
Invasion 3-4hrs,D7,GFP+,BL1-A,YL2-A,2975,29.750,29.750
Invasion 3-4hrs,D7,All Events,FSC-A,SSC-A,10000,100.000,100.000
Invasion 3-4hrs,D7,R4,FSC-A,SSC-A,33,0.330,0.330
Invasion 3-4hrs,D7,All Events,FSC-A,FSC-H,10000,100.000,100.000
Invasion 3-4hrs,D7,R1,FSC-A,FSC-H,4676,46.760,46.760
Invasion 3-4hrs,D7,LG1,,,296,2.960,2.960
Invasion 3-4hrs,D8,GFP+,BL1-A,,205,2.050,3.492
Invasion 3-4hrs,D8,All Events,BL1-A,,10000,100.000,100.000
